Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
2,016E+11;0;33;0;0;0;7;23;B02
2,016E+11;0;10;0;0;2;1;16;A01
2,016E+11;0;7;0;0;1;4;20;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;1;7;0;0;2;1;17;A01
2,016E+11;2;7;0;2;0;1;1;A01
2,016E+11;0;7;0;0;1;2;1;A01
2,016E+11;1;7;0;0;1;8;1;A01
2,016E+11;2;7;0;0;1;3;2;A01
2,016E+11;2;7;0;0;2;8;9;B02
2,016E+11;1;7;0;0;2;1;1;A01
2,016E+11;2;7;0;0;1;0;1;A01
2,016E+11;0;7;0;0;2;6;20;A01
2,016E+11;1;7;0;0;2;7;1;B02
2,016E+11;1;33;0;2;0;8;14;A01
2,016E+11;0;14;0;0;1;2;1;A01
2,016E+11;1;7;0;0;2;1;1;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;2;7;0;0;0;3;1;A01
2,016E+11;0;15;0;0;2;4;2;B02
2,016E+11;0;10;0;0;2;1;2;A01
2,016E+11;1;7;0;2;0;2;1;A01
2,016E+11;1;33;0;0;2;2;17;B02
2,016E+11;1;7;0;0;2;6;15;A01
2,016E+11;2;7;0;0;2;3;19;B02
2,016E+11;2;7;0;0;2;2;1;A01
2,016E+11;1;7;0;0;2;3;1;B02
2,016E+11;2;7;0;0;2;3;13;A01
2,016E+11;1;7;0;0;2;1;2;C03
2,016E+11;2;7;0;13;0;9;1;A01
2,016E+11;1;7;0;3;0;1;1;A01
2,016E+11;1;7;0;0;2;3;2;A01
2,016E+11;1;7;0;0;2;5;2;B02
2,016E+11;1;7;0;0;0;3;9;A01
2,016E+11;1;1;0;0;0;1;0;B02
2,016E+11;1;7;0;0;1;3;1;A01
2,016E+11;1;7;0;0;2;1;1;B02
2,016E+11;2;10;0;0;2;6;15;A01
2,016E+11;2;7;0;0;2;1;2;C03
2,016E+11;1;33;0;12;0;1;1;A01
2,016E+11;0;10;0;0;1;1;11;A01
2,016E+11;1;7;0;0;2;7;13;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;1;20;0;13;0;2;1;A01
2,016E+11;2;30;0;0;2;1;17;A01
2,016E+11;2;7;0;0;2;3;15;B02
2,016E+11;0;7;0;2;0;8;17;A01
2,016E+11;2;7;0;16;0;9;1;A01
2,016E+11;0;7;0;0;1;1;17;A01
2,016E+11;2;7;0;0;2;3;1;B02
2,016E+11;1;7;0;0;2;3;13;A01
2,016E+11;2;17;0;0;1;2;1;A01
2,016E+11;2;10;0;0;1;2;11;A01
2,016E+11;1;7;0;0;1;1;1;A01
2,016E+11;1;7;0;0;2;3;1;A01
2,016E+11;1;7;0;0;2;1;1;B02
2,016E+11;1;39;300;1;0;1;0;B02
2,016E+11;0;7;0;0;4;7;1;A01
2,016E+11;2;7;0;0;0;0;0;A01
2,016E+11;2;33;0;0;0;0;0;A01
2,016E+11;2;7;0;0;2;2;2;A01
2,016E+11;2;3;0;0;0;4;2;B02
2,016E+11;1;7;0;0;2;4;15;B02
2,016E+11;1;30;0;0;2;1;1;A01
2,016E+11;1;7;0;0;2;2;1;B02
2,016E+11;0;21;0;0;2;1;9;A01
2,016E+11;2;33;0;6;0;1;15;A01
2,016E+11;2;7;0;0;2;0;21;A01
2,016E+11;1;7;0;6;0;9;19;A01
2,016E+11;2;10;0;0;2;1;1;B02
2,016E+11;1;10;0;0;2;1;13;A01
2,016E+11;1;3;0;13;0;1;0;A01
2,016E+11;1;33;0;13;0;7;0;A01
2,016E+11;2;33;0;16;0;8;0;A01
2,016E+11;1;10;0;0;0;5;0;A01
2,016E+11;2;7;0;2;0;3;1;A01
2,016E+11;2;7;0;0;6;2;14;A01
2,016E+11;2;7;0;2;0;3;1;A01
2,016E+11;2;30;0;0;1;1;1;A01
2,016E+11;1;7;0;0;2;2;1;B02
2,016E+11;0;33;0;0;2;3;16;A01
2,016E+11;1;7;0;0;2;3;1;B02
2,016E+11;2;7;0;0;2;3;13;A01
2,016E+11;0;7;0;0;2;3;9;C03
2,016E+11;0;7;0;0;2;2;1;A01
2,016E+11;0;7;0;0;2;3;1;B02
2,016E+11;0;7;0;13;0;2;0;A01
2,016E+11;2;7;0;0;2;3;1;C03
2,016E+11;1;7;0;0;2;3;13;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;0;7;0;0;1;1;1;A01
2,016E+11;2;7;0;0;9;1;15;A01
2,016E+11;1;1;0;0;2;1;1;B02
2,016E+11;0;31;0;0;2;1;1;A01
2,016E+11;0;7;0;0;2;1;15;B02
2,016E+11;0;7;0;0;2;2;1;A01
2,016E+11;0;10;0;0;2;5;20;B02
2,016E+11;1;33;0;0;2;1;1;B02
2,016E+11;2;7;0;0;2;5;15;A01
2,016E+11;1;33;0;0;0;7;1;A01
2,016E+11;2;7;0;0;2;7;17;A01
2,016E+11;1;14;0;0;2;3;1;B02
2,016E+11;0;21;0;0;2;1;1;B01
2,016E+11;0;7;0;0;2;2;1;A01
2,016E+11;0;7;0;0;1;2;1;A01
2,016E+11;1;7;0;0;2;7;1;B02
2,016E+11;0;7;0;0;2;2;15;A01
2,016E+11;1;7;0;2;0;1;1;A01
2,016E+11;1;7;0;8;0;1;1;A01
2,016E+11;1;7;0;0;2;2;5;B02
2,016E+11;2;30;0;0;2;1;1;A01
2,016E+11;2;33;0;0;2;1;13;A01
2,016E+11;0;7;0;0;0;3;23;B02
2,016E+11;1;1;0;8;0;1;16;A01
2,016E+11;2;10;0;0;6;3;14;A01
2,016E+11;1;10;0;0;1;2;1;A01
2,016E+11;1;14;0;0;2;1;2;A01
2,016E+11;1;3;0;0;0;4;2;B02
2,016E+11;1;33;0;0;0;1;13;A01
2,016E+11;2;7;0;2;0;0;1;A01
2,016E+11;2;33;0;0;0;0;1;A01
2,016E+11;1;7;0;0;0;2;14;A01
2,016E+11;1;7;0;0;2;1;17;A01
2,016E+11;2;15;0;0;2;3;1;B02
2,016E+11;0;33;0;0;0;8;1;A01
2,016E+11;1;14;0;0;2;3;2;A01
2,016E+11;1;14;0;0;2;4;2;B02
2,016E+11;2;10;0;0;2;2;15;A01
2,016E+11;2;33;0;0;2;8;1;B02
2,016E+11;2;7;0;0;2;3;1;B02
2,016E+11;1;33;0;0;2;1;1;A01
2,016E+11;0;33;0;0;0;0;1;A01
2,016E+11;1;10;0;0;1;0;1;A01
2,016E+11;0;33;0;1;0;1;1;A01
2,016E+11;0;7;0;0;2;2;15;B02
2,016E+11;0;30;0;0;2;1;1;A01
2,016E+11;1;31;0;13;0;8;14;A01
2,016E+11;2;7;0;0;1;1;1;A01
2,016E+11;2;7;0;2;0;6;14;A01
2,016E+11;2;17;0;0;2;2;15;A01
2,016E+11;1;33;0;0;2;1;1;B02
2,016E+11;1;7;0;0;1;3;1;A01
2,016E+11;1;1;0;0;2;8;1;B02
2,016E+11;1;17;0;0;2;7;17;A01
2,016E+11;1;30;0;15;0;1;1;A01
2,016E+11;1;7;0;0;1;3;1;A01
2,016E+11;1;33;0;2;0;1;1;A01
2,016E+11;2;7;0;13;6;9;0;A01
2,016E+11;2;7;0;8;0;3;0;A01
2,016E+11;2;30;0;13;0;1;1;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;1;7;0;0;2;7;13;A01
2,016E+11;1;7;0;0;1;3;1;A01
2,016E+11;0;1;0;0;2;8;1;B02
2,016E+11;0;38;2;0;2;1;1;A01
2,016E+11;1;7;0;4;0;3;1;A01
2,016E+11;2;33;0;3;0;1;1;A01
2,016E+11;2;10;0;0;1;2;13;A01
2,016E+11;2;7;0;0;2;8;1;B02
2,016E+11;2;7;0;0;2;8;1;C03
2,016E+11;1;36;0;0;2;3;13;A01
2,016E+11;2;7;0;0;2;3;1;D04
2,016E+11;2;7;0;0;0;4;2;A01
2,016E+11;2;7;0;0;2;1;2;B02
2,016E+11;1;7;0;2;0;8;14;A01
2,016E+11;2;7;0;0;2;3;1;B02
2,016E+11;1;7;0;0;2;3;13;A01
2,016E+11;2;7;0;0;2;2;21;C03
2,016E+11;1;7;0;1;0;4;13;A01
2,016E+11;0;7;0;0;2;1;0;B02
2,016E+11;2;7;0;3;0;2;1;A01
2,016E+11;0;7;0;0;1;1;15;A01
2,016E+11;2;2;0;0;2;1;5;A01
2,016E+11;1;7;0;0;2;3;5;C03
2,016E+11;2;2;0;0;0;4;0;B02
2,016E+11;2;7;0;6;0;3;1;A01
2,016E+11;1;33;0;6;0;1;14;A01
2,016E+11;0;3;0;0;2;7;1;A01
2,016E+11;0;13;0;0;2;8;1;B02
2,016E+11;1;7;0;0;2;3;13;A01
2,016E+11;2;7;0;0;2;3;1;B02
2,016E+11;0;30;0;0;2;1;1;B01
2,016E+11;0;7;0;0;2;6;9;A01
2,016E+11;0;7;0;6;0;1;1;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;1;7;0;0;2;1;5;A01
2,016E+11;0;7;0;0;1;2;1;A01
2,016E+11;2;7;0;0;0;3;13;A01
2,016E+11;1;7;0;0;0;3;1;B02
2,016E+11;1;7;0;0;2;8;0;B02
2,016E+11;2;7;0;0;2;1;1;A01
2,016E+11;1;7;0;2;0;1;0;A01
2,016E+11;0;7;0;0;1;2;1;A01
2,016E+11;0;7;0;0;0;0;0;B02
2,016E+11;1;14;0;0;0;2;11;A01
2,016E+11;0;10;0;14;0;1;13;A01
2,016E+11;0;7;0;0;0;1;1;B02
2,016E+11;1;7;0;13;6;1;21;A01
2,016E+11;1;7;0;8;0;1;1;A01
2,016E+11;1;7;0;0;0;5;15;B02
2,016E+11;1;7;0;2;0;1;1;A01
2,016E+11;1;7;0;0;0;4;1;C03
2,016E+11;1;7;0;0;2;4;23;B02
2,016E+11;1;38;0;0;2;1;1;A01
2,016E+11;1;17;0;0;2;5;17;A01
2,016E+11;1;1;0;0;2;8;2;B02
2,016E+11;1;7;0;0;0;0;2;C03
2,016E+11;1;33;0;16;0;3;14;A01
2,016E+11;1;7;0;13;0;1;1;A01
2,016E+11;0;33;0;3;0;1;9;A01
2,016E+11;1;36;0;8;0;2;1;A01
2,016E+11;1;7;0;2;0;1;13;A01
2,016E+11;1;7;0;0;2;1;1;B02
2,016E+11;1;7;0;0;0;3;0;A01
2,016E+11;0;33;0;9;0;3;1;A01
2,016E+11;0;33;0;0;2;3;23;B02
2,016E+11;0;33;0;1;0;5;2;A01
2,016E+11;0;10;0;0;2;1;15;A02
2,016E+11;0;30;0;0;2;0;1;B01
2,016E+11;0;7;0;0;2;8;17;A01
2,016E+11;0;7;0;2;0;7;1;A01
2,016E+11;0;1;0;12;0;1;20;A01
2,016E+11;2;10;0;3;0;1;1;A01
2,016E+11;0;33;0;0;0;1;1;B02
2,016E+11;0;7;0;0;0;7;15;A01
2,016E+11;0;7;0;0;2;1;1;B02
2,016E+11;0;34;0;0;2;1;13;A01
2,016E+11;1;14;0;0;2;8;1;B02
2,016E+11;1;7;0;0;2;1;1;C03
2,016E+11;2;7;0;0;2;1;1;A01
2,016E+11;1;33;0;0;2;1;17;A01
2,016E+11;1;7;0;0;2;3;10;B02
2,016E+11;1;30;0;0;1;1;1;A01
2,016E+11;1;10;0;0;1;2;15;A01
2,016E+11;2;7;0;0;2;3;1;B02
2,016E+11;1;7;0;0;2;3;13;A01
2,016E+11;2;7;0;0;2;3;13;A01
2,016E+11;2;7;0;0;2;3;1;C03
2,016E+11;1;15;0;0;2;3;1;B02
2,016E+11;0;14;0;0;1;3;2;A01
2,016E+11;2;33;0;1;0;1;1;A01
2,016E+11;2;7;0;0;1;2;1;A01
2,016E+11;1;7;0;2;0;1;1;A01
2,016E+11;0;7;0;0;2;2;17;B02
2,016E+11;0;10;0;0;2;8;15;A01
2,016E+11;0;30;0;0;2;1;1;B01
2,016E+11;0;7;0;0;2;2;9;A01
2,016E+11;0;7;0;0;1;7;1;A01
2,016E+11;0;7;0;0;2;8;1;A01
2,016E+11;0;30;0;0;2;1;1;B01
2,016E+11;0;7;0;0;2;1;1;B01
2,016E+11;0;7;0;0;2;3;1;A01
2,016E+11;0;7;0;0;2;2;15;A01
2,016E+11;0;31;0;1;2;1;1;B01
2,016E+11;0;7;0;0;1;0;0;A01
2,016E+11;0;7;0;0;2;2;1;A01
2,016E+11;0;1;0;0;2;3;1;B01
2,016E+11;2;10;0;0;1;3;1;A01
2,016E+11;0;7;0;0;2;3;1;A01
2,016E+11;0;33;0;0;2;1;1;B01
2,016E+11;2;7;0;0;2;3;9;Z01
2,016E+11;1;30;0;0;2;1;1;A01
2,016E+11;0;7;0;14;0;1;2;A01
2,016E+11;0;7;0;0;0;4;23;B01
2,016E+11;0;7;0;9;2;7;1;B01
2,016E+11;0;7;0;0;2;8;19;A01
2,016E+11;0;7;0;0;2;1;2;A01
2,016E+11;0;7;0;0;2;4;15;B01
2,016E+11;0;7;0;0;1;4;4;A01
2,016E+11;0;7;0;0;2;2;1;B01
2,016E+11;0;7;0;5;2;5;21;A01
2,016E+11;0;1;0;0;0;0;0;Z01
2,016E+11;0;7;0;0;1;2;1;A01
2,016E+11;0;7;0;0;1;1;0;A01
2,016E+11;1;7;0;0;2;7;10;A01
2,016E+11;2;31;0;0;2;1;1;B01
2,016E+11;2;7;0;0;1;1;1;A01
2,016E+11;0;7;0;0;2;7;1;B01
2,016E+11;0;7;0;0;2;1;19;A01
2,016E+11;0;2;0;0;2;1;1;B01
2,016E+11;0;7;0;0;2;2;19;A01
2,016E+11;0;7;0;0;9;1;15;A01
2,016E+11;0;1;0;0;0;0;0;B01
2,016E+11;0;7;0;14;1;1;1;A01
2,016E+11;0;14;0;0;0;4;23;B01
2,016E+11;0;7;0;0;1;1;1;A01
2,016E+11;1;2;0;14;2;1;13;A01
2,016E+11;2;7;0;0;2;3;21;B01
2,016E+11;0;2;0;0;2;1;2;A01
2,016E+11;0;30;0;0;2;6;13;B01
2,016E+11;1;7;0;0;2;3;9;A01
2,016E+11;2;31;0;0;2;7;0;B01
2,016E+11;0;7;0;0;2;3;0;A01
2,016E+11;0;33;0;0;2;1;0;B01
2,016E+11;1;33;0;1;0;1;13;A01
2,016E+11;0;7;0;2;0;1;14;A01
2,016E+11;0;7;0;0;2;3;15;B01
2,016E+11;0;31;0;0;2;1;17;A01
2,016E+11;0;2;0;0;0;0;0;B01
2,016E+11;0;10;0;0;0;0;0;A01
2,016E+11;0;33;0;8;0;1;21;A01
2,016E+11;0;7;0;0;0;0;1;B01
2,016E+11;1;33;0;0;2;1;17;A01
2,016E+11;1;7;0;0;2;8;15;B01
2,016E+11;1;7;0;0;2;4;2;B01
2,016E+11;1;10;0;0;2;1;2;A01
2,016E+11;0;7;0;0;2;2;15;A01
2,016E+11;0;31;0;0;2;1;1;B01
2,016E+11;0;7;0;0;2;1;1;B01
2,016E+11;1;7;0;0;0;0;0;Z01
2,016E+11;0;7;0;0;2;1;21;A01
2,016E+11;0;7;0;0;0;0;0;Z01
2,016E+11;0;33;0;0;2;4;2;A01
2,016E+11;0;7;0;0;2;2;15;A01
2,016E+11;0;2;0;0;2;1;1;B01
2,016E+11;0;7;0;0;0;0;0;A01
2,016E+11;0;7;0;0;0;0;0;B01
2,016E+11;0;7;0;0;0;0;0;A01
2,016E+11;0;30;0;0;0;0;0;B01
2,016E+11;0;7;0;0;1;1;1;A01
2,016E+11;0;10;0;0;2;5;17;A01
2,016E+11;0;1;0;0;0;0;0;B01
2,016E+11;0;7;0;0;2;3;15;A01
2,016E+11;0;30;0;0;2;1;17;B01
2,016E+11;0;7;0;0;2;3;15;A01
2,016E+11;0;31;0;0;2;1;1;B01
2,016E+11;0;7;0;0;2;3;15;A01
2,016E+11;0;2;0;0;2;1;17;B01
2,016E+11;0;32;0;0;1;1;1;A01
2,016E+11;2;7;0;0;2;3;1;B02
2,016E+11;1;7;0;0;2;8;13;A01
2,016E+11;0;7;0;0;2;1;1;B02
2,016E+11;0;7;0;0;2;7;13;A01
2,016E+11;2;7;0;2;0;1;1;A01
2,016E+11;1;7;0;2;0;2;1;A01
2,016E+11;2;7;0;6;0;1;1;A01
2,016E+11;1;7;0;2;0;7;1;A01
2,016E+11;2;7;0;2;0;1;14;A01
2,016E+11;1;36;0;0;0;3;1;A01
2,016E+11;1;33;0;6;0;1;2;A01
2,016E+11;0;7;0;13;0;9;1;A01
2,016E+11;1;7;0;0;2;3;15;A01
2,016E+11;2;7;0;0;2;2;1;B02
2,016E+11;0;7;0;0;1;1;1;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;2;7;0;0;2;1;1;C03
2,016E+11;1;21;0;0;0;6;19;A01
2,016E+11;1;7;0;13;0;2;14;A01
2,016E+11;2;7;0;15;1;1;16;A01
2,016E+11;1;14;0;0;2;1;1;A01
2,016E+11;1;7;0;0;0;4;1;B02
2,016E+11;0;7;0;13;0;3;1;A01
2,016E+11;2;7;0;0;2;3;5;A01
2,016E+11;1;7;0;0;2;2;1;B02
2,016E+11;0;7;0;0;0;9;1;A01
2,016E+11;0;7;0;0;9;1;13;A01
2,016E+11;0;7;0;2;0;3;1;A01
2,016E+11;0;7;0;2;0;3;13;A01
2,016E+11;2;7;0;13;0;3;1;A01
2,016E+11;0;7;0;0;1;2;1;A01
2,016E+11;1;7;0;0;2;2;1;A01
2,016E+11;1;1;0;0;2;8;1;B02
2,016E+11;0;7;0;0;2;1;5;A01
2,016E+11;0;7;0;0;2;1;1;B02
2,016E+11;0;7;0;0;2;3;1;B02
2,016E+11;0;30;0;0;2;8;9;A01
2,016E+11;1;7;0;13;0;2;1;A01
2,016E+11;0;7;0;4;0;9;1;A01
2,016E+11;1;7;0;0;0;1;1;A01
2,016E+11;1;7;0;0;2;1;1;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;0;7;0;0;0;0;0;B02
2,016E+11;2;33;0;6;2;3;21;A01
2,016E+11;1;7;0;2;0;1;1;A01
2,016E+11;0;10;0;1;0;1;1;A01
2,016E+11;1;7;0;2;0;7;1;A01
2,016E+11;2;7;0;0;2;3;1;C03
2,016E+11;1;7;0;0;2;6;15;B02
2,016E+11;2;7;0;0;2;1;1;D04
2,016E+11;1;7;0;0;2;3;1;A01
2,016E+11;0;7;0;2;0;2;0;A01
2,016E+11;0;7;0;0;1;3;13;A01
2,016E+11;2;7;0;0;2;6;1;B02
2,016E+11;1;7;0;0;2;7;13;A01
2,016E+11;1;7;0;0;2;7;9;A01
2,016E+11;1;7;0;0;2;1;1;B02
2,016E+11;0;10;0;1;0;6;23;A01
2,016E+11;1;1;0;1;0;1;2;B02
2,016E+11;0;7;0;0;2;1;1;A01
2,016E+11;0;7;0;0;2;4;15;B02
2,016E+11;1;7;0;0;2;7;19;A01
2,016E+11;2;7;0;0;2;2;1;B02
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;1;7;0;0;2;1;5;A01
2,016E+11;2;1;0;0;2;3;2;A01
2,016E+11;0;7;0;0;9;2;2;B02
2,016E+11;1;7;0;0;2;1;1;B02
2,016E+11;2;7;0;0;2;3;19;A01
2,016E+11;1;7;0;6;0;8;0;A01
2,016E+11;1;30;0;2;0;1;1;A01
2,016E+11;1;21;0;0;2;6;11;A01
2,016E+11;1;33;0;0;2;2;13;B02
2,016E+11;1;7;0;3;0;1;1;A01
2,016E+11;1;7;0;0;5;3;1;A01
2,016E+11;0;99;0;0;2;7;19;B02
2,016E+11;1;7;0;0;2;1;2;B02
2,016E+11;1;20;0;0;2;1;2;A01
2,016E+11;1;15;0;0;2;4;1;C03
2,016E+11;2;33;0;11;0;7;1;A01
2,016E+11;1;7;0;0;6;1;0;A01
2,016E+11;1;1;0;0;2;8;1;B02
2,016E+11;2;7;0;0;2;8;13;A01
2,016E+11;2;7;0;0;2;4;23;A01
2,016E+11;2;7;0;0;2;1;2;C03
2,016E+11;2;7;0;0;2;4;23;B02
2,016E+11;1;15;0;0;2;8;13;C03
2,016E+11;1;14;0;0;2;1;1;A01
2,016E+11;1;15;0;0;2;4;1;B02
2,016E+11;1;7;0;13;0;2;1;A01
2,016E+11;1;7;0;0;1;3;19;A01
2,016E+11;2;7;0;0;2;2;13;A01
2,016E+11;1;7;0;0;2;2;1;B02
2,016E+11;1;10;0;0;2;1;1;C03
2,016E+11;2;7;0;0;2;2;21;B02
2,016E+11;2;7;0;0;0;6;1;A01
2,016E+11;1;15;0;0;0;7;1;A01
2,016E+11;0;1;0;0;2;1;0;B02
2,016E+11;2;1;0;0;0;0;1;A01
2,016E+11;2;7;0;0;2;9;17;A01
2,016E+11;2;10;0;0;0;0;17;B02
2,016E+11;0;10;0;0;1;1;20;A01
2,016E+11;1;7;0;13;0;2;17;A01
2,016E+11;0;7;0;0;1;1;1;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;2;7;0;0;2;8;1;A01
2,016E+11;1;7;0;0;2;7;17;A01
2,016E+11;1;7;0;0;2;8;15;B02
2,016E+11;1;33;0;2;0;1;14;A01
2,016E+11;0;2;0;13;0;1;0;A01
2,016E+11;1;7;0;0;6;1;1;A01
2,016E+11;1;7;0;0;0;1;1;A01
2,016E+11;2;10;0;0;0;6;1;B02
2,016E+11;1;15;0;0;0;6;3;A01
2,016E+11;2;7;0;13;0;2;1;A01
2,016E+11;1;7;0;0;2;3;0;B02
2,016E+11;2;7;0;0;2;3;0;A01
2,016E+11;1;2;0;0;2;8;15;B02
2,016E+11;1;7;0;0;2;7;17;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;1;7;0;0;2;1;1;A01
2,016E+11;2;7;0;0;2;3;1;B02
2,016E+11;1;3;0;0;2;3;15;A01
2,016E+11;2;7;0;1;0;2;1;A01
2,016E+11;2;33;0;16;0;1;1;A01
2,016E+11;1;7;0;2;0;2;1;A01
2,016E+11;2;7;0;0;2;2;1;A01
2,016E+11;1;7;0;0;2;2;1;B02
2,016E+11;1;33;0;0;0;0;1;A01
2,016E+11;1;21;0;0;0;8;1;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;1;7;0;0;2;1;13;A01
2,016E+11;1;7;0;0;0;0;0;A01
2,016E+11;2;7;0;2;0;8;14;A01
2,016E+11;0;10;0;0;2;8;1;A01
2,016E+11;1;7;0;0;2;1;1;B02
2,016E+11;2;10;0;0;2;1;1;A01
2,016E+11;2;17;0;0;0;4;1;B02
2,016E+11;2;17;0;4;0;2;1;A01
2,016E+11;1;33;0;0;2;3;17;A01
2,016E+11;2;17;0;0;2;3;1;B02
2,016E+11;1;7;0;0;2;8;1;D04
2,016E+11;2;7;0;0;2;8;1;B02
2,016E+11;1;7;0;0;2;3;13;A01
2,016E+11;2;7;0;0;2;3;1;C03
2,016E+11;1;7;0;0;2;3;15;A01
2,016E+11;1;2;0;0;2;7;15;B02
2,016E+11;1;7;0;2;0;7;1;A01
2,016E+11;1;7;0;0;1;1;1;A01
2,016E+11;1;10;0;0;1;1;1;A01
2,016E+11;2;7;0;6;0;1;1;A01
2,016E+11;2;7;0;2;0;1;1;A01
2,016E+11;2;7;0;2;0;1;19;A01
2,016E+11;2;2;0;0;2;7;2;A01
2,016E+11;2;7;0;0;2;3;2;B02
2,016E+11;0;7;0;0;2;2;1;A01
2,016E+11;0;7;0;0;2;3;1;B02
2,016E+11;2;7;0;0;1;2;17;A01
2,016E+11;1;7;0;13;0;0;1;A01
2,016E+11;1;7;0;0;0;1;13;A01
2,016E+11;2;7;0;0;2;1;0;B02
2,016E+11;1;7;0;6;0;1;1;A01
2,016E+11;2;2;0;0;0;8;15;A01
2,016E+11;2;33;0;0;2;1;13;A01
2,016E+11;0;3;0;0;2;8;19;B02
2,016E+11;0;30;0;0;0;0;2;A01
2,016E+11;0;7;0;0;0;2;13;A01
2,016E+11;1;7;0;0;1;1;1;A01
2,016E+11;1;7;0;0;2;3;1;A01
2,016E+11;2;7;0;0;2;2;15;B02
2,016E+11;0;7;0;2;0;9;13;A01
2,016E+11;1;30;0;12;0;1;14;A01
2,016E+11;1;7;0;16;0;1;13;A01
2,016E+11;2;7;0;0;2;3;1;A01
2,016E+11;1;7;0;0;2;3;13;B02
2,016E+11;1;7;0;8;0;0;14;A01
2,016E+11;1;7;0;0;1;1;1;A01
2,016E+11;0;7;0;0;1;3;1;A01
2,016E+11;2;7;0;0;0;7;1;A01
2,016E+11;2;7;0;0;2;3;5;A01
2,016E+11;1;7;0;0;2;3;1;B02
2,016E+11;1;7;0;0;2;6;1;C03
2,016E+11;1;33;0;3;0;1;0;A01
2,016E+11;2;7;0;2;0;3;1;A01
2,016E+11;2;33;0;8;0;7;1;A01
2,016E+11;1;7;0;9;0;1;1;A01
2,016E+11;1;7;0;12;0;1;1;A01
2,016E+11;1;7;0;3;0;1;18;A01
2,016E+11;1;7;0;2;0;1;1;A01
2,016E+11;2;7;0;13;0;2;1;A01
2,016E+11;1;33;0;0;2;2;2;A01
2,016E+11;1;10;0;0;2;8;9;B02
2,016E+11;2;7;0;0;2;8;5;C03
2,016E+11;2;7;0;0;2;3;15;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;1;7;0;0;2;3;13;A01
2,016E+11;2;7;0;0;2;3;1;B02
2,016E+11;0;7;0;0;1;2;1;A01
2,016E+11;1;7;0;0;9;8;22;A01
2,016E+11;1;1;0;1;0;1;1;B02
2,016E+11;2;1;0;1;2;7;1;A01
2,016E+11;1;7;0;0;2;3;9;B02
2,016E+11;1;7;0;16;0;9;1;A01
2,016E+11;1;7;0;16;0;9;1;A01
2,016E+11;0;99;0;13;0;0;0;A01
2,016E+11;1;7;0;6;0;1;1;A01
2,016E+11;1;10;0;0;5;1;2;A01
2,016E+11;2;3;0;13;0;1;1;A01
2,016E+11;1;7;0;0;1;1;1;A01
2,016E+11;0;7;0;6;1;3;1;A01
2,016E+11;1;7;0;13;0;1;13;A01
2,016E+11;0;7;0;0;2;2;16;A01
2,016E+11;0;7;0;0;2;3;1;B02
2,016E+11;1;7;0;0;2;2;1;A01
2,016E+11;1;1;0;0;2;8;1;B02
2,016E+11;1;33;0;8;0;1;1;A01
2,016E+11;0;7;0;0;1;3;15;A01
2,016E+11;1;7;0;0;1;2;21;A01
2,016E+11;2;7;0;6;0;8;1;A01
2,016E+11;1;33;0;3;0;8;1;A01
2,016E+11;1;7;0;0;1;1;1;A01
2,016E+11;2;7;0;0;6;2;1;A01
2,016E+11;0;1;0;0;2;1;5;A01
2,016E+11;0;7;0;0;9;2;1;B02
2,016E+11;0;17;0;0;9;7;17;A01
2,016E+11;1;1;0;0;2;8;1;B02
2,016E+11;1;1;0;0;2;8;1;C03
2,016E+11;1;7;0;0;2;3;15;A01
2,016E+11;1;2;0;0;2;8;1;B02
2,016E+11;1;14;0;0;1;5;23;B02
2,016E+11;1;15;0;14;0;3;2;A01
2,016E+11;2;7;0;0;1;2;1;A01
2,016E+11;1;33;0;3;0;2;1;A01
2,016E+11;0;7;0;0;1;1;1;A01
2,016E+11;1;7;0;0;1;2;1;A01
2,016E+11;2;7;0;0;2;1;19;A01
2,016E+11;1;33;0;0;2;1;1;B02
2,016E+11;1;7;0;0;2;7;13;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;1;7;0;0;2;1;13;A01
2,016E+11;2;7;0;0;2;1;1;B02
2,016E+11;0;7;0;0;1;1;20;A01
2,016E+11;1;7;0;0;2;1;1;A01
2,016E+11;0;7;0;0;2;3;19;B02
2,016E+11;2;7;0;0;2;3;18;A01
2,016E+11;1;7;0;0;2;3;1;B02
2,016E+11;1;7;0;0;2;1;1;C03
2,016E+11;2;7;0;0;2;3;11;A01
2,016E+11;1;7;0;0;2;3;1;B02
2,016E+11;1;7;0;0;2;9;1;C03
2,016E+11;2;7;0;0;0;3;19;A01
2,016E+11;2;7;0;2;0;1;1;A01
