Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1
2,016E+11;4;;;;2;2;;;0;1;1;0;70;1;6;1;0
2,016E+11;3;61;;;2;1;4;400;0;1;1;0;35;1;3;1;99
2,016E+11;3;34;;;3;1;8;850;0;2;4;70;90;1;3;3;99
2,016E+11;3;61;;;2;2;;;0;1;1;0;39;1;0;3;0
2,016E+11;3;61;;;2;1;;;0;1;1;0;70;1;0;1;99
2,016E+11;3;610;;;2;2;14;780;0;2;1;0;70;1;0;3;99
2,016E+11;3;61;;;2;2;2;200;0;1;1;26;78;1;5;1;99
2,016E+11;2;113;;;2;0;;;0;1;1;0;0;1;0;1;0
2,016E+11;3;61;;;2;0;5;10;0;0;1;0;70;1;0;1;99
2,016E+11;3;24;;;2;2;;;0;1;1;0;54;1;0;1;0
2,016E+11;3;110;;;2;0;12;300;0;1;1;0;0;1;0;1;99
2,016E+11;4;;;;0;0;;;0;2;1;0;0;1;0;1;3
2,016E+11;3;1;;;2;2;;;0;1;1;70;0;1;0;1;99
2,016E+11;6;;;;2;0;;;0;1;1;0;20;1;0;1;0
2,016E+11;3;34;;;2;0;0;500;0;1;1;0;0;1;0;1;99
2,016E+11;3;610;;;2;2;14;50;0;1;1;0;45;2;0;3;0
2,016E+11;3;61;;;2;2;;;0;1;1;0;72;1;3;1;99
2,016E+11;2;113;;;2;2;7;75;0;1;1;0;0;1;0;1;99
2,016E+11;3;61;;;2;2;;;0;1;1;20;78;1;5;1;99
2,016E+11;3;110;;E;2;0;;;0;0;1;0;58;1;0;1;0
2,016E+11;3;189;;;2;0;12;900;0;1;1;0;0;1;0;1;0
2,016E+11;3;112;;;2;0;24;149;0;1;3;0;60;2;0;0;0
2,016E+11;3;24;;;2;2;8;500;0;1;1;0;0;1;0;0;0
2,016E+11;3;172;;;0;0;;;0;0;0;0;0;0;0;0;0
2,016E+11;3;189;;E;2;0;2;15;0;1;1;0;60;2;0;0;0
2,016E+11;3;24;2;E;2;2;0;200;0;1;2;0;70;1;0;3;0
2,016E+11;3;189;;;2;0;9;0;0;0;3;0;0;1;0;1;0
2,016E+11;3;189;;;2;2;8;50;0;1;1;0;100;1;0;1;0
2,016E+11;3;24;;;2;0;10;20;0;0;1;0;60;1;0;1;99
2,016E+11;3;112;;;2;0;23;0;1;1;3;0;0;1;5;5;99
2,016E+11;3;112;;;2;2;;;0;4;1;0;62;1;0;1;99
2,016E+11;3;189;;;2;0;;;0;0;2;0;0;1;0;1;0
2,016E+11;3;1;;;2;2;27;480;0;2;1;0;50;1;0;1;0
2,016E+11;3;1;;;2;2;38;350;0;0;3;0;70;1;0;3;0
2,016E+11;3;17;;;2;0;;;0;4;2;0;49;1;0;1;0
2,016E+11;3;113;;;2;2;;;0;1;1;0;49;9;0;1;0
2,016E+11;3;17;;;2;2;;;0;0;1;30;110;1;5;1;0
2,016E+11;3;1;;;2;2;;;0;2;3;0;0;1;0;1;0
2,016E+11;3;113;;;2;2;5;600;0;1;4;0;40;1;0;1;0
2,016E+11;4;;;;1;1;;;0;1;1;0;0;1;6;1;99
2,016E+11;3;909;;;2;2;31;0;0;0;1;0;120;2;0;1;99
2,016E+11;3;909;;;2;0;26;170;0;0;2;0;147;2;0;0;0
2,016E+11;3;922;;;2;2;23;900;0;1;3;0;85;1;0;1;0
2,016E+11;3;35;;;2;2;25;800;0;0;2;60;0;1;5;1;0
2,016E+11;3;922;;;2;2;23;700;0;1;3;0;70;1;0;1;0
2,016E+11;3;922;;;2;2;;;0;2;1;0;50;1;0;1;0
2,016E+11;3;13;;;2;2;40;950;0;1;3;0;0;1;0;1;99
2,016E+11;3;908;;;0;2;33;100;0;1;1;0;61;1;0;1;99
2,016E+11;3;909;;;2;0;0;10;0;4;2;0;0;2;0;1;99
2,016E+11;3;1;;;3;2;49;200;0;0;3;0;0;0;0;0;99
2,016E+11;3;609;;;2;3;95;250;0;1;1;0;110;1;0;1;99
2,016E+11;4;;;;2;2;;;0;0;1;80;0;1;0;1;0
2,016E+11;9;;;;2;2;;;0;0;1;77;0;1;0;1;0
2,016E+11;3;612;;;2;0;82;100;0;1;1;0;0;1;0;3;0
2,016E+11;3;37;;;2;2;8;800;0;1;3;0;70;2;0;3;99
2,016E+11;3;14;;;2;0;77;0;0;1;2;0;70;1;0;1;0
2,016E+11;3;609;;;2;2;98;390;0;1;1;0;0;1;0;1;99
2,016E+11;3;11;;;2;2;16;700;0;2;3;0;70;1;0;1;99
2,016E+11;3;36;3;E;2;2;;;0;1;2;0;53;2;0;3;99
2,016E+11;3;1541;;;2;0;2;735;0;0;1;0;0;1;5;1;3
2,016E+11;3;612;;;2;3;92;900;0;2;4;0;128;2;0;1;0
2,016E+11;3;612;;;2;0;90;800;0;2;1;60;70;1;0;3;0
2,016E+11;3;154;;E;2;2;0;10;0;2;3;0;54;1;0;1;0
2,016E+11;3;19;;;2;2;;;0;0;2;0;35;1;0;1;0
2,016E+11;3;612;;;2;2;104;500;0;1;3;0;0;0;0;1;0
2,016E+11;3;19;;;2;2;;;0;0;1;0;35;1;0;1;0
2,016E+11;3;19;;;2;2;18;100;0;0;1;0;63;1;0;1;0
2,016E+11;3;154;;E;2;2;0;800;0;1;1;0;60;1;0;1;99
2,016E+11;3;19;;;2;2;10;800;0;1;2;0;60;1;0;1;99
2,016E+11;3;168;;;2;2;0;500;0;1;1;0;55;2;0;3;99
2,016E+11;3;52;;;2;1;1;350;0;1;4;0;63;1;0;3;99
2,016E+11;4;;;;2;1;;;0;1;3;0;63;1;0;1;99
2,016E+11;3;907;;;2;2;54;0;0;2;3;0;65;9;0;3;99
2,016E+11;3;10;;;2;0;10;750;0;1;4;0;64;1;0;1;99
2,016E+11;3;13;;;2;2;21;0;0;1;1;0;60;1;0;1;99
2,016E+11;3;32;;;2;2;44;800;0;1;0;0;0;1;0;0;0
2,016E+11;3;613;;;2;2;66;0;1;1;1;0;80;1;0;1;99
2,016E+11;3;13;;D;2;0;9;800;0;2;1;0;60;1;0;1;0
2,016E+11;3;13;;;2;1;16;400;0;1;1;0;60;1;0;3;0
2,016E+11;3;5;;;2;0;33;700;0;2;1;0;0;1;0;0;99
2,016E+11;3;613;;;2;2;;;0;0;1;0;100;1;0;1;0
2,016E+11;9;;;;2;0;;;0;1;1;0;70;1;0;1;99
2,016E+11;4;;;;2;0;;;0;0;1;0;62;1;0;1;0
2,016E+11;3;613;;;2;2;72;200;0;1;1;0;78;1;0;1;99
2,016E+11;3;174;;;2;2;19;300;0;1;1;0;50;1;0;3;0
2,016E+11;3;612;;;2;0;115;185;0;2;1;0;84;1;0;3;99
2,016E+11;3;141;;;2;2;7;900;0;0;2;0;64;1;0;3;99
2,016E+11;3;907;;;2;2;37;200;0;2;2;0;70;1;0;3;0
2,016E+11;3;907;;;2;2;34;850;0;1;2;0;63;1;0;1;0
2,016E+11;3;907;;;2;2;34;450;0;2;2;66;0;1;0;3;99
2,016E+11;3;907;;;2;0;12;400;0;2;1;0;89;1;0;1;99
2,016E+11;3;907;;;2;2;29;990;0;2;3;0;84;1;0;3;99
2,016E+11;3;612;;;2;2;116;500;0;0;3;0;74;2;0;0;99
2,016E+11;3;14;;;2;0;;;0;2;1;0;0;1;0;1;99
2,016E+11;3;39;;;2;2;20;350;0;2;3;0;50;1;0;3;99
2,016E+11;3;15;;;2;2;9;250;0;2;1;57;0;1;0;3;0
2,016E+11;3;15;;;2;2;5;300;0;1;1;0;61;1;0;1;0
2,016E+11;3;13;;;2;2;25;800;0;1;1;0;59;1;0;1;0
2,016E+11;3;33;;;2;2;12;400;0;4;1;0;56;1;0;3;0
2,016E+11;3;18;;;2;2;28;600;0;0;4;240;69;1;5;1;99
2,016E+11;3;13;;;2;2;26;300;0;1;1;0;61;1;0;1;99
2,016E+11;3;15;;;2;2;5;500;0;1;1;0;60;2;0;1;99
2,016E+11;4;;;;2;2;;;0;0;1;0;0;1;0;1;0
2,016E+11;3;33;;;2;0;9;980;0;1;1;0;0;1;0;3;99
2,016E+11;3;37;;;2;0;25;400;0;0;2;0;85;1;0;3;99
2,016E+11;3;37;;E;2;2;0;960;0;1;1;0;55;1;0;1;0
2,016E+11;3;37;;;2;0;;;0;2;1;0;0;1;2;1;0
2,016E+11;4;;;;2;2;;;0;1;1;0;63;1;0;1;99
2,016E+11;3;25;;;2;0;3;0;0;0;2;0;60;1;0;0;99
2,016E+11;3;148;;;2;2;;;0;0;1;0;0;1;2;3;99
2,016E+11;3;148;;7;0;2;0;10;0;0;1;0;0;1;3;0;99
2,016E+11;3;142;;;2;2;17;0;0;0;3;0;0;9;0;1;99
2,016E+11;9;;;;1;0;;;0;1;1;0;0;1;0;1;99
2,016E+11;3;35;;D;2;2;4;300;0;0;2;0;65;2;0;3;99
2,016E+11;3;27;;;2;2;15;500;0;1;4;0;54;1;0;3;0
2,016E+11;3;619;;;2;0;23;680;0;1;1;0;0;1;0;1;99
2,016E+11;3;139;;;2;2;4;600;0;0;4;60;0;1;0;1;0
2,016E+11;3;123;3;E;2;2;1;200;0;2;1;0;45;1;0;3;99
2,016E+11;3;27;;;2;2;12;700;0;1;1;0;50;1;2;1;0
2,016E+11;3;27;;;2;0;3;900;0;1;1;62;0;1;0;1;99
2,016E+11;4;;;;2;0;;;0;0;0;0;0;2;0;0;0
2,016E+11;3;161;;;2;0;0;250;0;0;1;0;0;1;0;1;99
2,016E+11;3;28;;;2;2;21;550;0;0;1;0;40;1;0;1;0
2,016E+11;4;;;;2;2;;;0;1;1;0;0;1;0;1;0
2,016E+11;3;612;;A;2;0;;;0;1;1;0;0;1;0;1;99
2,016E+11;3;612;;A;0;0;;;0;0;0;0;0;0;0;0;0
2,016E+11;4;1;;;1;1;;;0;1;2;30;0;1;0;3;99
2,016E+11;3;34;;;2;1;;;0;1;1;30;0;1;0;1;0
2,016E+11;3;51;;E;2;2;;;0;1;1;15;50;1;5;1;99
2,016E+11;3;13;;;2;2;;;0;1;1;0;0;1;5;1;0
2,016E+11;3;32;;;2;2;60;200;0;0;1;45;0;2;0;1;99
2,016E+11;3;612;;;2;3;;;0;1;1;0;0;1;0;1;99
2,016E+11;3;612;;;2;2;43;200;1;1;1;0;60;1;0;1;99
2,016E+11;3;114;;;2;2;15;645;0;1;1;0;0;1;0;3;99
2,016E+11;3;114;;;2;0;12;800;0;4;1;0;0;2;0;3;99
2,016E+11;3;114;;;2;0;1;850;0;0;1;0;56;1;0;3;99
2,016E+11;3;2;;;2;0;35;600;0;0;0;0;0;1;0;1;0
2,016E+11;3;119;;;2;2;;;0;1;1;54;0;1;0;1;0
2,016E+11;4;;;;2;0;;;0;0;1;0;58;1;0;4;99
2,016E+11;3;119;;;2;2;0;75;0;1;2;0;63;1;0;1;99
2,016E+11;3;613;;;2;0;45;500;0;0;1;35;70;1;0;1;99
2,016E+11;3;2;2;D;2;2;34;240;0;1;1;0;80;1;0;1;0
2,016E+11;3;600;;;1;2;1;500;0;1;3;15;0;1;2;1;0
2,016E+11;3;613;;;2;0;57;354;0;1;1;0;0;2;0;1;99
2,016E+11;3;613;;;2;0;57;500;0;1;1;0;50;1;0;1;99
2,016E+11;3;613;;;2;0;59;0;0;1;1;0;70;1;5;1;0
2,016E+11;3;613;;;2;2;50;500;0;1;1;0;80;1;0;1;0
2,016E+11;3;613;;;2;0;57;700;0;0;1;0;60;1;6;1;0
2,016E+11;3;118;;;2;2;17;600;0;0;2;0;55;1;0;3;99
2,016E+11;3;118;;;2;2;18;0;0;2;2;0;62;1;0;1;99
2,016E+11;3;101;;;2;2;8;100;0;1;1;0;0;1;0;1;0
2,016E+11;3;101;;;0;2;6;500;0;0;2;60;0;1;0;0;0
2,016E+11;3;629;;;2;2;9;480;0;2;3;0;60;1;0;1;99
2,016E+11;3;103;;;2;2;27;600;0;1;1;0;0;1;0;3;0
2,016E+11;3;38;;;0;2;18;200;0;2;1;0;0;1;0;4;99
2,016E+11;4;;;;1;0;;;0;0;0;0;40;1;0;1;3
2,016E+11;3;103;;;2;0;21;600;0;1;1;0;0;1;0;1;99
2,016E+11;3;620;;;2;2;34;200;0;3;2;71;0;1;0;1;99
2,016E+11;3;118;;;2;2;17;42;0;2;2;0;77;1;0;1;99
2,016E+11;3;620;;;2;2;27;980;0;0;1;70;0;2;0;1;99
2,016E+11;4;0;;;2;1;;;0;2;1;0;46;1;0;4;99
2,016E+11;3;1;;;2;2;3;950;0;2;3;0;0;1;0;1;0
2,016E+11;3;3;;;2;0;17;650;0;0;1;0;0;1;0;1;0
2,016E+11;3;3;;;2;0;37;200;0;2;2;0;0;1;0;3;0
2,016E+11;3;11;;;2;2;16;800;0;1;1;0;0;1;0;1;0
2,016E+11;3;11;;;2;2;11;700;0;1;1;0;50;1;0;1;99
2,016E+11;3;620;;;2;2;23;0;0;1;1;0;70;1;0;3;0
2,016E+11;3;55;;;2;0;3;800;0;0;1;0;0;2;0;3;0
2,016E+11;3;33;;;2;1;36;300;0;1;3;0;55;2;0;1;99
2,016E+11;3;103;;;0;2;3;700;0;1;3;0;58;2;0;1;99
2,016E+11;3;116;;;2;2;8;900;0;0;1;0;46;1;0;1;99
2,016E+11;3;624;;D;2;2;16;100;0;2;1;0;0;1;5;1;99
2,016E+11;4;;;;2;2;;;0;2;0;0;0;1;5;1;0
2,016E+11;3;624;;;2;2;7;700;0;2;1;0;60;1;0;3;0
2,016E+11;3;103;;;2;2;4;0;0;1;1;0;0;1;5;1;99
2,016E+11;3;6113;;;2;2;98;700;0;1;2;0;119;1;0;1;99
2,016E+11;3;1117;;;2;0;5;100;0;1;1;0;0;1;0;1;99
2,016E+11;3;103;;;2;2;1;800;0;2;1;0;60;1;0;3;99
2,016E+11;3;623;;;2;0;3;500;0;1;1;0;0;1;0;3;0
2,016E+11;3;6113;;;2;2;105;0;0;0;1;0;60;1;0;3;0
2,016E+11;3;119;;;2;2;38;900;0;2;1;0;60;2;0;1;0
2,016E+11;3;4;;;2;2;2;65;0;1;1;0;58;1;0;1;99
2,016E+11;3;43;;;2;2;28;;0;1;3;0;55;1;0;4;99
2,016E+11;3;28;;;2;0;0;500;0;0;1;0;0;1;0;1;99
2,016E+11;3;119;;;3;2;37;0;0;0;3;60;0;1;0;1;0
2,016E+11;3;33;;;3;0;;;0;0;1;0;0;2;0;1;0
2,016E+11;3;623;;;2;0;10;600;0;1;1;0;60;1;0;3;0
2,016E+11;3;119;;D;2;2;13;200;0;0;1;0;66;2;0;3;99
2,016E+11;3;629;;;2;2;21;400;0;4;1;0;58;1;0;3;0
2,016E+11;3;33;;;2;2;6;100;0;3;1;0;60;1;5;1;99
2,016E+11;3;138;;;2;0;0;600;0;1;2;0;40;1;0;1;0
2,016E+11;3;629;;;2;2;22;600;0;1;1;0;60;1;0;3;99
2,016E+11;3;119;;;2;2;17;800;0;0;3;0;0;2;0;1;99
2,016E+11;3;624;;;2;0;22;300;0;0;3;0;57;1;0;0;99
2,016E+11;3;25;;;2;0;9;100;0;1;1;0;52;1;0;3;0
2,016E+11;3;18;;;2;0;25;300;0;1;3;0;54;1;0;1;0
2,016E+11;3;623;;;2;2;200;0;0;1;1;0;58;2;0;1;99
2,016E+11;3;118;;;2;0;51;300;0;1;1;0;100;1;0;3;0
2,016E+11;3;118;;;2;2;58;200;0;1;1;0;75;1;0;1;0
2,016E+11;4;0;;;2;2;;;0;2;2;0;20;1;0;1;99
2,016E+11;3;118;;;2;2;48;900;0;1;2;0;74;2;0;1;0
2,016E+11;3;18;;;2;2;21;200;0;1;1;0;72;1;0;1;0
2,016E+11;3;118;;;2;2;57;700;0;1;1;0;77;1;0;1;0
2,016E+11;3;623;;;2;2;32;900;0;1;3;0;61;2;2;1;0
2,016E+11;3;118;;;1;2;59;0;0;0;1;0;94;1;0;1;0
2,016E+11;3;104;;;2;2;6;300;0;0;3;79;0;1;0;1;0
2,016E+11;4;;;;1;0;;;0;1;1;0;40;1;0;4;0
2,016E+11;3;102;;;2;0;3;100;0;0;2;0;0;1;0;3;0
2,016E+11;3;623;;;2;2;22;300;0;1;2;0;0;1;0;1;0
2,016E+11;3;613;;;2;2;90;100;0;1;1;0;57;5;0;3;0
2,016E+11;3;613;;;2;0;93;600;0;1;1;0;0;1;0;3;0
2,016E+11;3;29;;;2;2;4;250;0;2;4;0;41;1;0;3;99
2,016E+11;3;620;;;2;2;66;500;0;1;1;0;63;1;0;1;99
2,016E+11;3;613;;;2;2;71;0;0;0;1;0;0;1;0;1;99
2,016E+11;3;118;;;2;0;77;300;0;1;1;0;66;1;0;1;99
2,016E+11;3;118;;;2;3;79;950;0;2;1;13;105;1;0;1;0
2,016E+11;3;117;;;2;2;9;600;0;1;2;0;100;1;0;1;0
2,016E+11;3;117;;;2;2;12;850;0;1;3;70;0;1;1;1;99
2,016E+11;3;118;;;2;2;106;300;0;1;3;0;60;1;0;2;0
2,016E+11;3;117;;;2;0;11;970;0;1;1;0;65;1;0;1;99
2,016E+11;3;117;;;2;2;0;875;0;1;1;0;65;1;0;3;99
2,016E+11;3;118;;;2;2;106;300;0;2;3;0;50;1;0;1;99
2,016E+11;3;117;;;2;2;28;100;0;1;1;0;58;1;0;1;99
2,016E+11;4;;;;2;2;;;0;1;1;0;52;2;0;1;0
2,016E+11;3;168;;;2;4;2;500;0;1;2;0;0;2;0;1;0
2,016E+11;3;1118;;;2;2;20;10;0;0;1;0;60;1;0;1;0
2,016E+11;3;1118;;D;2;2;28;800;0;1;1;0;50;1;0;1;0
2,016E+11;3;6009;;;2;2;6;680;0;1;1;0;0;1;0;1;99
2,016E+11;3;13;;;2;2;7;0;0;1;1;0;35;1;5;1;99
2,016E+11;3;6113;;;2;1;3;500;0;1;1;0;0;1;0;1;0
2,016E+11;3;1118;;;2;0;13;;0;0;1;0;0;1;0;1;0
2,016E+11;4;;;;2;0;;;0;0;1;0;45;1;0;1;0
2,016E+11;3;613;;;2;2;;;0;1;1;0;75;1;0;3;0
2,016E+11;3;613;;;0;2;10;300;0;0;1;0;0;1;0;1;0
2,016E+11;3;607;;;2;2;15;155;0;1;1;0;0;1;5;1;0
2,016E+11;3;6113;;;3;2;7;300;0;1;1;25;60;1;0;1;99
2,016E+11;3;611;;A;2;2;2;400;0;1;2;0;60;1;0;1;0
2,016E+11;3;106;;;2;2;9;900;0;1;1;0;60;1;0;3;0
2,016E+11;3;50;;;0;1;11;300;0;1;1;0;0;1;2;3;99
2,016E+11;3;611;;;2;2;52;700;0;0;1;0;60;1;0;3;0
2,016E+11;3;613;;;2;2;10;700;0;1;3;0;0;1;0;3;0
2,016E+11;3;613;;;0;2;22;0;0;1;1;0;58;1;0;1;0
2,016E+11;3;11;;;2;0;8;400;0;1;1;0;60;1;0;1;0
2,016E+11;3;610;;;2;2;26;500;0;1;2;0;76;2;0;1;0
2,016E+11;4;;;;2;0;;;0;1;1;0;50;1;0;1;0
2,016E+11;3;123;;;2;2;1;200;0;1;3;0;48;1;0;3;0
2,016E+11;3;281;;;2;2;44;300;0;1;2;0;40;1;0;3;0
2,016E+11;3;6113;;;2;2;25;50;0;1;1;0;0;1;0;1;0
2,016E+11;3;611;;;2;0;;;0;1;1;0;0;0;0;3;0
2,016E+11;3;611;;;2;2;7;300;0;2;2;0;0;1;0;1;0
2,016E+11;3;607;;;2;2;7;100;0;1;1;0;65;1;0;1;99
2,016E+11;3;124;;;2;0;10;650;0;1;2;0;60;1;0;3;0
2,016E+11;3;3009;;;2;2;0;980;0;1;2;0;67;1;0;1;0
2,016E+11;3;6009;;;2;2;41;500;0;0;1;0;75;1;0;1;0
2,016E+11;3;6009;;;2;2;41;100;0;1;1;0;0;1;0;3;0
2,016E+11;3;709;;;2;2;4;100;0;0;3;0;0;1;0;1;99
2,016E+11;3;6139;;;1;1;4;500;0;1;2;0;0;1;0;1;99
2,016E+11;3;6009;;;2;2;38;200;0;0;1;0;0;1;0;1;99
2,016E+11;3;62;;A;3;0;;;0;0;0;0;0;0;0;0;99
2,016E+11;3;62;;;3;0;9;100;0;1;3;71;61;1;0;1;99
2,016E+11;3;35;;;2;2;6;0;0;3;2;0;0;1;0;1;0
2,016E+11;3;35;;A;2;2;5;800;0;1;2;0;62;1;0;1;99
2,016E+11;3;35;;;2;2;7;800;0;1;1;0;0;1;0;1;0
2,016E+11;3;40;;;2;0;4;600;0;1;1;0;60;1;0;1;99
2,016E+11;3;6110;;;2;0;2;253;0;1;1;0;60;1;0;1;3
2,016E+11;3;135;;;2;0;;;0;2;3;0;0;1;0;1;99
2,016E+11;4;;;;1;1;;;0;1;1;0;0;1;0;1;0
2,016E+11;3;6086;;;2;0;49;0;0;0;1;45;55;1;0;3;0
2,016E+11;3;427;;;2;0;1;300;0;4;1;0;49;1;0;1;0
2,016E+11;3;205;;;;;4;545;;;;;;;0;1;0
2,016E+11;3;14;;;2;0;3;700;0;1;1;0;50;1;0;1;99
2,016E+11;4;;;;2;0;;;0;1;2;0;0;1;0;1;99
2,016E+11;3;42;;;2;2;12;10;0;4;1;0;68;1;0;1;0
2,016E+11;3;6572;;;2;2;27;800;0;1;1;0;62;1;0;3;99
2,016E+11;3;14;;;2;2;0;500;0;1;1;45;0;1;0;1;99
2,016E+11;2;113;;;2;2;45;989;0;0;0;0;80;0;0;0;0
2,016E+11;2;113;;;2;2;;;0;1;0;0;0;1;0;1;99
2,016E+11;3;979;;;2;2;72;900;0;0;1;0;70;1;0;1;99
2,016E+11;2;113;;;2;3;49;455;0;1;1;30;143;1;0;1;99
2,016E+11;4;;;;2;0;;;0;1;3;0;0;1;0;3;99
2,016E+11;2;113;;;0;2;45;450;0;1;3;0;76;1;0;1;99
2,016E+11;2;113;;;2;0;43;400;0;1;1;0;67;1;0;1;99
2,016E+11;3;6572;;;;;4;515;;;;;;;5;1;0
2,016E+11;3;139;;;2;2;12;346;0;1;1;0;0;1;0;1;99
2,016E+11;3;979;;;2;2;70;250;0;1;1;0;73;1;0;1;99
2,016E+11;3;58;;;2;2;12;300;0;0;1;0;0;1;0;1;99
2,016E+11;2;113;;;2;2;47;606;0;1;1;0;80;1;0;1;99
2,016E+11;3;907;;;2;1;48;500;0;2;3;0;60;1;0;1;0
2,016E+11;4;;;;2;2;;;0;1;1;50;55;1;2;3;0
2,016E+11;3;50;;;2;2;11;500;0;1;3;45;55;1;0;3;0
2,016E+11;3;907;;D;2;2;36;400;0;1;1;0;65;1;0;1;99
2,016E+11;3;910;;A;2;0;2;100;0;2;1;0;0;2;0;1;3
2,016E+11;2;106;;;2;2;66;800;0;1;1;0;0;2;2;1;99
2,016E+11;3;286;;;2;2;1;0;0;2;1;0;0;2;0;1;99
2,016E+11;4;;;;1;0;;;0;1;2;0;0;1;0;1;0
2,016E+11;2;106;;;0;0;59;300;0;1;2;0;0;2;0;1;99
2,016E+11;2;106;;;2;2;58;135;0;1;3;0;58;1;0;1;0
2,016E+11;3;906;;;2;2;6;400;0;2;1;0;70;1;0;0;99
2,016E+11;4;;;;2;2;;;0;0;1;0;0;1;0;1;0
2,016E+11;3;6;;;2;3;0;875;3;1;1;0;0;1;5;1;99
2,016E+11;3;7;;;;;18;723;;;;;;;0;1;0
2,016E+11;3;7;;;2;0;13;377;0;1;1;0;70;1;0;1;0
2,016E+11;3;6;;;2;2;5;883;0;1;1;0;70;1;0;1;99
2,016E+11;3;131;;;2;2;18;539;0;1;0;0;0;1;0;1;3
2,016E+11;3;16;;;2;2;1;800;0;0;1;50;40;2;0;1;99
2,016E+11;2;106;;;1;1;27;900;0;1;3;15;120;2;3;1;0
2,016E+11;3;131;;;2;0;1;0;0;2;4;0;60;1;0;1;0
2,016E+11;3;18;;;2;2;21;500;0;0;1;0;60;1;5;1;0
2,016E+11;3;24;;;2;2;12;400;0;1;1;0;60;1;0;1;0
2,016E+11;3;936;;;2;0;22;200;0;1;1;90;120;1;0;1;0
2,016E+11;3;906;;;2;0;26;518;0;1;1;0;75;1;0;3;99
2,016E+11;3;906;;;2;0;22;229;0;0;3;0;75;9;0;1;0
2,016E+11;3;906;;;2;2;27;700;0;2;3;0;70;1;0;1;99
2,016E+11;3;906;;;2;2;41;19;0;1;1;64;58;1;0;1;0
2,016E+11;3;278;;;2;2;0;300;0;1;1;0;35;1;0;3;0
2,016E+11;3;906;;;2;2;26;885;0;2;1;0;71;1;0;1;0
2,016E+11;3;906;;;2;2;43;0;0;1;3;0;83;1;0;1;99
2,016E+11;3;51;;;2;0;18;950;0;1;1;0;55;1;0;3;99
2,016E+11;3;904;;;2;0;6;50;0;2;4;0;55;1;0;3;99
2,016E+11;3;51;;;2;2;9;700;0;1;3;0;70;1;0;1;99
2,016E+11;3;37;;;2;2;20;400;0;1;1;0;72;1;0;1;99
2,016E+11;3;51;;;2;1;1;200;0;1;1;0;57;1;0;3;99
2,016E+11;3;904;;;2;0;10;600;0;2;1;0;60;1;0;1;99
2,016E+11;3;7;;;2;0;21;530;0;0;1;0;42;1;0;1;99
2,016E+11;3;51;;;2;0;;;0;1;1;0;55;1;0;1;0
2,016E+11;3;176;;;2;2;0;400;0;2;2;0;40;1;0;1;0
2,016E+11;3;901;;;2;2;33;50;0;1;1;0;60;1;0;1;99
2,016E+11;3;51;;;2;0;12;600;0;2;1;0;52;1;0;3;99
2,016E+11;3;37;;;2;2;19;600;0;1;1;0;63;1;0;1;99
2,016E+11;3;37;;;2;0;19;400;0;2;1;73;0;1;0;1;99
2,016E+11;3;904;;;2;3;10;0;0;2;1;0;120;2;0;1;99
2,016E+11;3;51;;;2;2;2;900;0;1;2;0;68;1;0;1;99
2,016E+11;3;6;;;2;2;36;0;0;2;3;67;0;2;0;1;99
2,016E+11;3;979;;;2;2;49;400;0;1;1;0;0;1;0;1;99
2,016E+11;3;982;;;2;1;57;0;0;1;1;0;60;1;0;1;99
2,016E+11;3;144;;;2;2;4;330;0;1;1;49;49;2;0;1;0
2,016E+11;4;;;;2;0;;;0;0;3;0;161;1;0;1;0
2,016E+11;3;143;;;2;1;10;100;0;1;1;0;0;1;0;1;0
2,016E+11;3;982;;;2;2;51;982;0;1;1;0;60;1;0;1;0
2,016E+11;3;5;;;2;1;23;245;0;0;3;0;53;1;5;3;99
2,016E+11;3;979;;;2;2;50;500;0;0;3;60;65;1;0;1;0
2,016E+11;4;;;;2;1;;;0;1;1;0;0;1;0;1;0
2,016E+11;3;982;;;2;2;47;200;0;0;1;0;0;1;5;1;0
2,016E+11;3;125;;;2;2;;;0;1;1;0;64;2;0;0;99
2,016E+11;3;979;;;2;2;41;674;0;1;1;0;60;1;0;1;0
2,016E+11;4;;;;2;0;;;0;1;1;0;46;1;0;1;0
2,016E+11;3;981;;;2;1;29;924;0;0;0;0;70;0;0;0;0
2,016E+11;2;86;;;2;2;10;600;0;2;1;0;75;1;0;1;99
2,016E+11;3;901;;;2;2;2;150;0;1;1;0;55;1;0;1;0
2,016E+11;3;980;;;2;2;9;810;0;0;3;0;50;1;0;1;99
2,016E+11;3;138;;;2;2;5;198;0;2;1;0;50;1;0;1;99
2,016E+11;3;6086;;;2;0;0;944;0;1;1;0;61;1;0;1;99
2,016E+11;3;980;;;2;2;6;461;0;1;2;0;64;1;0;3;99
2,016E+11;3;6086;;D;2;2;0;620;0;0;1;10;0;1;0;1;0
2,016E+11;3;901;;;2;0;6;200;0;1;1;0;28;1;0;3;0
2,016E+11;3;980;;;2;0;15;767;0;1;3;0;62;3;0;3;99
2,016E+11;3;343;;;2;1;8;410;0;0;2;0;43;1;0;1;99
2,016E+11;3;763;;;2;0;3;600;0;0;1;0;0;2;0;1;0
2,016E+11;3;986;;L;2;2;9;300;0;1;1;0;52;2;0;1;99
2,016E+11;3;6100;;;2;0;1;650;0;1;1;0;0;1;0;1;0
2,016E+11;3;19;;;2;1;9;600;0;1;3;58;0;2;0;1;0
