Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
2,016E+11;16;3;6;1525;1;1;1;1;6;305;RTE INDUSTRIELLE;M;4948660;20639;760
2,016E+11;16;3;11;850;1;2;1;1;6;351;114, BD ALBERT 1ER;M;4950068;8849;760
2,016E+11;16;3;12;529;3;1;1;5;7;270;;M;4953068;14310;760
2,016E+11;16;3;14;1710;1;2;2;1;3;351;26, R ANATOLE FRANCE;M;4949486;11119;760
2,016E+11;16;3;15;1740;1;2;2;1;6;447;2, R DU CHAMP DE FOIRE;M;4954804;19164;760
2,016E+11;16;3;20;1910;5;1;1;1;7;351;302, AV DU BOIS AU COQ;M;4951333;12466;760
2,016E+11;16;3;19;1135;1;2;2;1;2;351;RD147A;M;4952949;10697;760
2,016E+11;16;3;25;1735;1;2;1;1;4;351;466, AV DU BOIS AU COQ;M;4951988;11514;760
2,016E+11;16;3;27;620;3;2;1;1;6;351;15, R DES MAGASINS GENER;M;4949193;13490;760
2,016E+11;16;3;25;1800;1;2;2;1;3;351;R FERRER;M;4948902;13964;760
2,016E+11;16;3;27;2100;2;2;3;1;7;351;R COCHET;M;4950095;9099;760
2,016E+11;16;3;31;1820;1;2;2;1;6;447;CRS SAINTE CROIX;M;4954333;19257;760
2,016E+11;16;4;3;650;2;1;1;5;7;447;;M;4956458;15852;760
2,016E+11;16;4;2;1550;1;1;1;2;6;481;9, CHE DU FOND DES VALLE;M;4953730;11218;760
2,016E+11;16;4;4;1950;3;1;1;1;6;481;;M;4953280;11252;760
2,016E+11;16;4;5;1130;1;2;2;1;6;351;125, AV RENE COTY;M;4949851;11786;760
2,016E+11;16;4;9;2250;5;2;1;1;6;351;292, BD JULES DURAND;M;4949404;17410;760
2,016E+11;16;4;11;650;2;1;1;2;6;341;CHE DES VALLEES;M;4951736;19176;760
2,016E+11;16;4;15;1720;1;2;3;1;6;351;267, R ARISTIDE BRIAND;M;4950030;13558;760
2,016E+11;16;4;20;1050;1;2;1;1;6;351;168, R DE VERDUN;M;4950222;15999;760
2,016E+11;16;4;21;1125;1;1;1;1;7;351;;M;4952517;15980;760
2,016E+11;16;4;23;1950;1;2;3;1;6;351;1, PL GEORGES VAVASSEUR;M;4951069;11016;760
2,016E+11;16;4;25;1335;1;2;3;1;7;351;70, AV DU GENERAL DE GAU;M;4952231;15726;760
2,016E+11;16;4;25;1320;1;2;2;1;6;351;CRS DE LA REPUBLIQUE;M;4949988;12980;760
2,016E+11;16;4;29;110;5;2;2;1;6;351;BD WINSTON CHURCHILL;M;4949412;13863;760
2,016E+11;16;4;27;1545;1;2;1;1;2;351;CRS LAFAYETTE;M;4949162;12567;760
2,016E+11;16;4;29;1500;1;2;1;2;7;351;106, CRS DE LA REPUBLIQU;M;4949744;12784;760
2,016E+11;16;5;2;1110;1;2;1;1;6;351;R GEORGES LAFAURIE;M;4950020;11080;760
2,016E+11;16;5;2;1630;1;2;2;1;3;351;AV DU HUIT MAI 1945;M;4951554;17187;760
2,016E+11;16;5;4;710;1;2;3;1;6;351;AV JEAN JAURES;M;4950101;18087;760
2,016E+11;16;5;4;1815;1;2;1;1;6;447;30, R MEDERIC DESCHAMPS;M;4954547;18676;760
2,016E+11;16;5;4;1650;1;2;3;1;6;351;GENERAL DE GAULLE;M;4952208;15731;760
2,016E+11;16;5;4;1440;1;2;3;1;6;351;382, R PIERRE MENDES FRA;M;4951557;15478;760
2,016E+11;16;5;9;2236;5;2;1;1;1;351;CHS LAMANDE;M;4948729;11599;760
2,016E+11;16;5;10;1135;1;2;1;1;7;552;20, R DES FERMES;M;4951322;7730;760
2,016E+11;16;5;13;1445;1;2;3;1;2;447;AV PIERRE MENDES FRANCE;M;4953207;18019;760
2,016E+11;16;5;17;800;1;2;3;1;3;351;57, BD JULES DURAND;M;4948943;15457;760
2,016E+11;16;5;14;1855;1;2;1;1;2;351;63, R DE VERDUN;M;4950151;15109;760
2,016E+11;16;5;18;630;1;1;1;1;5;341;;M;4952208;18589;760
2,016E+11;16;5;6;420;5;2;1;1;6;351;84, R GUSTAVE NICOLLE;M;4949192;14704;760
2,016E+11;16;5;17;1157;1;2;2;1;6;351;2, R D INGOUVILLE;M;4949683;11027;760
2,016E+11;16;5;17;1800;1;2;2;1;3;341;R DE LA LEZARDE;M;4950215;20193;760
2,016E+11;16;5;19;1750;1;2;1;1;7;351;R PHILIPPE LEBON;M;4949541;12942;760
2,016E+11;16;5;28;1505;1;2;1;1;6;351;15, AV DE LA RESISTANCE;M;4949562;10790;760
2,016E+11;16;6;1;1705;1;1;1;1;1;341;51, R PAUL DOUMER;M;4952078;19439;760
2,016E+11;16;6;3;2325;5;2;1;1;1;351;98, R JULES GUESDE;M;4951033;11872;760
2,016E+11;16;6;5;1815;1;2;2;1;7;351;R ANATOLE FRANCE;M;4949607;12084;760
2,016E+11;16;6;3;2000;1;2;1;1;3;351;562, BD JULES DURAND;M;4949896;18766;760
2,016E+11;16;6;6;1745;1;2;4;1;2;351;AV GENERAL FERRIE;M;4950342;17958;760
2,016E+11;16;6;12;1200;1;2;2;1;3;351;R PIERRE LOTI;M;4951116;15342;760
2,016E+11;16;6;12;800;1;2;1;1;2;351;130, CRS DE LA REPUBLIQU;M;4949839;12853;760
2,016E+11;16;6;11;1731;1;2;1;1;6;447;HOPITAL JACQUES MONOD;M;4952802;18365;760
2,016E+11;16;6;15;1620;1;2;4;1;3;447;R HENRI MATISSE;M;4955067;17461;760
2,016E+11;16;6;18;330;5;2;1;1;7;552;99, R DU BEAU PANORAMA;M;4950699;7028;760
2,016E+11;16;6;17;2000;1;2;1;1;6;351;44, BD ALBERT 1ER;M;4949744;9235;760
2,016E+11;16;6;16;1655;1;2;2;1;3;351;77, R JULES LECESNE;M;4949331;11855;760
2,016E+11;16;6;18;1545;1;2;1;1;7;351;R LABEDOYERE;M;4949670;13520;760
2,016E+11;16;6;17;750;1;2;2;1;6;351;63, AV DU VAL AUX CORNE;M;4950911;14676;760
2,016E+11;16;6;22;1140;1;2;2;1;3;351;12, R PAUL SOUDAY;M;4949416;11651;760
2,016E+11;16;6;24;1420;1;2;1;1;7;351;QU BOUGAINVILLE;M;4946050;19341;760
2,016E+11;16;6;25;150;5;2;1;1;7;351;68, BD JULES DURAND;M;4948957;15541;760
2,016E+11;16;6;20;815;1;2;2;1;1;351;BD DE GRAVILLE;M;4949624;14690;760
2,016E+11;16;7;2;2005;1;2;3;1;3;351;17, R JEANNETTE;M;4951400;12644;760
2,016E+11;16;7;10;1445;1;2;3;1;7;351;63, R DES GOBELINS;M;4949731;10351;760
2,016E+11;16;7;15;50;5;2;2;1;6;351;83, CRS DE LAREPUBLIQUE;M;4949587;12667;760
2,016E+11;16;7;15;2210;5;2;1;1;6;351;14, R CHARLES ROMME;M;4951438;17205;760
2,016E+11;16;7;17;1920;1;1;1;1;6;351;AV AMIRAL DU CHILLOU;M;4947659;17512;760
2,016E+11;16;7;17;40;5;2;2;1;2;351;16, R ANDRE VIMBERT;M;4952170;15896;760
2,016E+11;16;7;18;2000;1;2;3;1;3;351;275, BD FRANCOIS 1ER;M;4949515;9621;760
2,016E+11;16;7;21;1530;1;2;2;1;1;351;R JEANNE D'ARC;M;4948547;10390;760
2,016E+11;16;7;22;1635;1;1;1;1;6;447;AV DE LA BELLE ETOILE;M;4955189;16891;760
2,016E+11;16;7;31;910;1;2;2;1;6;351;BD FRANCOIS 1ER;M;4949350;9790;760
2,016E+11;16;6;9;1710;1;2;1;1;5;351;136, R DU TROIS CENT VIN;M;4950411;12986;760
2,016E+11;16;8;2;805;1;2;6;2;2;447;AV PRESIDENT WILSON;M;4953482;17857;760
2,016E+11;16;8;2;1710;1;2;1;2;1;351;10, R PIERRE FARCIS;M;4951737;9701;760
2,016E+11;16;8;4;2355;5;2;1;1;5;351;481, R DE VERDUN;M;4950229;18283;760
2,016E+11;16;8;8;150;5;2;3;1;6;305;9, RTE DE SAINT LAURENT;M;4952226;21927;760
2,016E+11;16;8;8;1905;1;2;4;1;6;351;AV D APLEMONT;M;4950350;17958;760
2,016E+11;16;8;5;1955;1;2;2;1;3;351;79, R GUSTAVE BRINDEAU;M;4949243;13961;760
2,016E+11;16;8;10;2320;5;2;2;1;3;351;R FRANCOIS MAZELINE;M;4949776;13746;760
2,016E+11;16;8;11;2025;1;2;3;1;6;351;BD CLEMENCEAU;M;4948949;9775;760
2,016E+11;16;8;18;210;5;1;2;2;6;351;AV DU SEIZIEME PORT;M;4948169;15432;760
2,016E+11;16;8;19;228;5;1;1;1;6;270;R LOUIS LUMIERE;M;4953066;14105;760
2,016E+11;16;8;19;1500;1;2;2;2;3;351;R GUSTAVE LENNIER;M;4948920;10815;760
2,016E+11;16;8;23;15;5;2;2;1;3;351;R DU VORNIER;M;4951091;12023;760
2,016E+11;16;8;22;1855;1;2;1;1;1;305;21, RTE D'ORCHER;M;4950351;21323;760
2,016E+11;16;8;24;815;1;2;2;1;3;351;R ANDREI SAKHAROV;M;4950476;16870;760
2,016E+11;16;8;18;1000;1;2;6;1;6;351;3, R ROMAIN ROLLAND;M;4950571;10130;760
2,016E+11;16;8;28;1200;1;2;3;1;3;552;R VACQUERIE;M;4950455;8581;760
2,016E+11;16;8;27;1950;1;2;2;1;1;341;R DES CARAQUES;M;4950517;20411;760
2,016E+11;16;8;30;1130;1;1;1;1;1;351;BD JULES DURAND;M;4949225;16741;760
2,016E+11;16;8;26;1410;1;2;3;1;3;351;228, R FELIX FAURE;M;4950047;10687;760
2,016E+11;16;8;29;1840;1;1;6;1;3;481;;M;4953132;10825;760
2,016E+11;16;9;2;1120;1;2;4;1;6;552;R EDITH CAVELL;M;4950749;8364;760
2,016E+11;16;9;2;805;1;2;1;1;6;447;44, PL FRANCOIS MITTERRA;M;4954511;19175;760
2,016E+11;16;9;3;20;5;2;1;1;6;341;NEANT, ARMES (PLACE);M;4950471;20038;760
2,016E+11;16;9;2;1510;1;2;1;1;7;351;R GEORGES LAFAURIE;M;4950015;11075;760
2,016E+11;16;9;4;2130;5;1;6;1;6;481;RTE DE LA CHENAIE;M;4953010;10348;760
2,016E+11;16;9;4;2140;3;1;1;1;6;270;;M;4953119;14205;760
2,016E+11;16;9;5;1505;1;2;2;1;3;351;AV DU GRAND HAMEAU;M;4952429;9686;760
2,016E+11;16;9;8;1345;1;1;6;1;2;481;RD 6382;M;4953166;10350;760
2,016E+11;16;9;10;915;1;1;1;1;6;351;CHE RURAL 1 ROUELLE;M;4952474;16795;760
2,016E+11;16;9;9;835;1;2;3;1;6;351;32, R DE LA VALLEE;M;4949317;15138;760
2,016E+11;16;9;10;1000;1;1;1;1;6;305;RTE INDUSTRIELLE;M;4948683;20973;760
2,016E+11;16;9;12;721;1;2;1;1;6;351;R PIERRE MENDES FRANCE;M;4950978;14219;760
2,016E+11;16;9;9;1405;1;2;3;1;6;351;96, R AVIATEUR GUERIN;M;4948860;13444;760
2,016E+11;16;9;10;430;5;1;1;1;1;305;;M;4949910;20517;760
2,016E+11;16;9;13;1335;1;2;2;1;3;351;R PIERRE MENDES FRANCE;M;4951655;15612;760
2,016E+11;16;9;1;1340;1;2;2;1;3;351;403, R ARISTIDE BRIAND;M;4950086;14437;760
2,016E+11;16;9;15;1225;1;1;1;1;6;351;RD 6382 G;M;4951793;19223;760
2,016E+11;16;9;15;1720;1;2;4;1;5;341;R PAUL DOUMER;M;4951897;19375;760
2,016E+11;16;9;18;425;5;2;4;1;6;351;QU COLBERT;M;4949149;12585;760
2,016E+11;16;9;19;2224;5;2;1;2;7;341;R DU CALVAIRE;M;4950770;20473;760
2,016E+11;16;9;17;1855;1;2;6;2;6;351;114, R MARCEAU;M;4949134;13303;760
2,016E+11;16;9;21;1050;1;2;4;1;3;552;R DU CARROUSSEL;M;4951378;7588;760
2,016E+11;16;10;1;1800;1;2;1;1;6;351;8 bis, R MADAME LAFAYETT;M;4949514;11019;760
2,016E+11;16;10;4;1838;1;1;1;1;6;305;RTE INDUSTRIELLE;M;4948777;20110;760
2,016E+11;16;10;4;2030;5;2;1;1;6;351;173, AV JEAN JAURES;M;4950003;16016;760
2,016E+11;16;10;4;1620;1;1;1;1;1;305;;M;4951684;20742;760
2,016E+11;16;10;4;1315;1;2;1;1;2;351;NEANT, SAINTE ADRESSE (D;M;4950110;9016;760
2,016E+11;16;10;6;1845;1;1;3;1;3;351;BD DE LENINGRAD;M;4950009;17169;760
2,016E+11;16;10;8;710;5;2;2;1;3;351;R ANDREI SAKHAROV;M;4950477;16875;760
2,016E+11;16;10;13;1610;1;2;2;1;6;351;2, R GUSTAVE NICOLLE;M;4949024;14217;760
2,016E+11;16;10;14;1910;2;2;3;1;3;351;QU COLBERT;M;4949235;12989;760
2,016E+11;16;10;24;1618;1;2;1;1;2;351;126, BD ALBERT 1ER;M;4950113;8798;760
2,016E+11;16;10;27;1800;1;2;1;1;6;351;36, BD ALBERT 1ER;M;4949658;9322;760
2,016E+11;16;10;30;1120;1;1;1;1;7;447;;M;4954308;22299;760
2,016E+11;16;11;3;810;1;1;2;1;3;481;RTE D ETRETAT;M;4955997;11477;760
2,016E+11;16;11;6;340;5;2;2;1;3;351;CRS DE LA REPUBLIQUE;M;4950001;13002;760
2,016E+11;16;11;7;740;1;2;1;2;6;341;5, R PAUL DOUMER;M;4951353;19774;760
2,016E+11;16;11;9;1735;1;2;4;3;7;270;AV DU GENERAL DE GAULLE;M;4952556;15374;760
2,016E+11;16;11;13;630;5;2;3;1;6;341;01, R PAUL DOUMER;M;4951328;19805;760
2,016E+11;16;11;14;1545;1;2;3;1;6;447;R GIROT;M;4954438;19341;760
2,016E+11;16;11;16;1210;1;2;2;1;3;351;R DE LA LAITERIE;M;4950490;14834;760
2,016E+11;16;11;19;1500;1;1;4;1;2;341;;M;4952006;19153;760
2,016E+11;16;11;20;1925;5;2;2;2;6;351;117, R IRENE JOLIOT CURI;M;4951054;10241;760
2,016E+11;16;11;26;1330;1;2;3;1;1;351;01, VOLTAIRE;M;4949000;10301;760
2,016E+11;16;11;28;1955;5;2;3;1;7;351;148, R TROIS CENT VINGT;M;4950427;13106;760
2,016E+11;16;11;28;745;2;2;1;1;3;351;98, R TROIS CENT VINGT N;M;4950391;12688;760
2,016E+11;16;11;30;730;2;2;6;1;7;447;GIRATOIRE JEAN MONNET;M;4953482;17858;760
2,016E+11;16;12;2;1106;1;1;1;1;6;270;;M;4953088;14260;760
2,016E+11;16;12;6;940;1;2;1;1;6;351;R HENRI CAYEUX;M;4951640;11905;760
2,016E+11;16;12;6;715;2;2;1;1;7;341;25, R ANTOINE DE SAINT E;M;4951064;18962;760
2,016E+11;16;12;4;1330;1;2;2;1;3;351;R LABEDOYERE;M;4949665;13426;760
2,016E+11;16;12;10;1745;5;2;3;1;6;351;AV JEAN JAURES;M;4950100;18066;760
2,016E+11;16;12;10;600;5;2;6;1;6;351;BD JULES DURAND;M;4949580;17904;760
2,016E+11;16;12;16;1210;1;2;3;1;3;351;30, R ROGER SALENGRO;M;4950829;11037;760
2,016E+11;16;12;16;747;5;2;1;1;3;351;50, R AUGUSTE RISPAL;M;4949285;14197;760
2,016E+11;16;12;21;1800;5;2;2;2;6;351;6, R LEON BUQUET;M;4949265;9937;760
2,016E+11;16;12;21;1935;5;2;1;2;6;351;6, R LAGRANGE;M;4950923;12277;760
2,016E+11;16;12;22;1255;1;1;4;1;1;351;AV AMIRAL DU CHILLOU;M;4946908;18085;760
2,016E+11;16;12;22;1800;5;2;3;1;3;552;9, R ALBERT DUBOSC;M;4950621;8447;760
2,016E+11;16;12;24;2005;5;2;1;1;1;351;R THEOPHILE GAUTIER;M;4951296;8983;760
2,016E+11;16;12;12;815;2;2;1;2;3;351;11, BD JULES DURAND;M;4948864;15111;760
2,016E+11;16;11;29;1830;5;2;1;1;3;351;280, R DE VERDUN;M;4950248;16904;760
2,016E+11;16;12;29;1200;1;2;1;1;7;351;17, R DE LA BOUTEILLERIE;M;4952198;16370;760
2,016E+11;16;12;26;1420;1;2;4;1;3;540;12, AV ARISTIDE BRIAND;M;4943538;110422;760
2,016E+11;16;12;29;650;5;2;3;1;6;575;R ERNEST RENAN;M;4939861;106297;760
2,016E+11;16;12;22;520;5;2;1;2;6;484;1499, AV DU GENERAL DE G;M;4934866;109513;760
2,016E+11;16;3;18;1350;1;2;2;1;3;575;20, R ERNEST RENAN;M;4939858;106605;760
2,016E+11;16;11;5;600;5;1;6;2;6;484;;M;4934582;107694;760
2,016E+11;16;11;18;1120;1;2;3;1;6;103;78, RTE DE PARIS;M;4942423;112288;760
2,016E+11;16;11;21;805;2;2;3;1;6;540;R LETHUILLIER PINEL;M;4942090;107364;760
2,016E+11;16;12;20;2000;5;2;3;1;3;540;58, QU DU HAVRE;M;4944017;108464;760
2,016E+11;16;1;9;900;1;2;2;1;5;540;QU DU HAVRE;M;4944102;108256;760
2,016E+11;16;1;16;510;5;2;1;1;6;540;19, BD DE VERDUN;M;4944382;111280;760
2,016E+11;16;12;28;1155;1;2;1;9;1;599;116, RTE DE LYONS;M;4943516;114749;760
2,016E+11;16;12;9;1400;1;2;2;1;3;319;BD DE POTASSES;M;4936711;101080;760
2,016E+11;16;1;23;1905;5;2;1;1;3;322;15, BD MAURICE RAVEL;M;4941235;104746;760
2,016E+11;16;1;27;1550;1;2;2;2;3;322;BD PIERRE BROSSOLETTE;M;4941869;103152;760
2,016E+11;16;1;7;750;5;2;3;2;6;540;R DU GENERAL GIRAUD;M;4944137;108696;760
2,016E+11;16;1;11;430;5;2;4;1;3;540;AV BERNARD BICHERAY;M;4944963;105018;760
2,016E+11;16;1;14;1320;1;2;1;2;6;498;1, R FRANKLIN ROOSEVELT;M;4942731;106643;760
2,016E+11;16;1;14;1850;5;2;2;3;3;540;117, RTE DU HAVRE;M;4945279;105654;760
2,016E+11;16;1;18;2015;3;1;1;1;1;410;COTE DE LA VALETTE;M;4948721;102610;760
2,016E+11;16;2;2;825;1;2;4;1;6;322;1, R EDWIN ALDRIN;M;4941418;105093;760
2,016E+11;16;1;22;950;1;2;4;2;4;540;PONT DE L  EUROPE;M;4942914;109899;760
2,016E+11;16;2;11;1040;1;2;2;7;6;231;5, RD 132 (RUE DES MARTY;M;4928742;100825;760
2,016E+11;16;1;25;625;4;1;1;1;1;5;;M;4939228;112363;760
2,016E+11;16;2;5;720;5;2;1;2;6;103;R JACQUES MORIN;M;4942614;112205;760
2,016E+11;16;2;10;700;5;2;3;1;3;410;cote de la valette;M;4948194;103650;760
2,016E+11;16;1;19;1820;2;1;6;1;2;391;138 RN;M;4934180;92911;760
2,016E+11;16;2;10;1130;1;2;1;1;6;429;92, RTE DE PARIS;M;4941131;114041;760
2,016E+11;16;2;20;308;5;2;1;1;6;157;16, R DE LA VALETTE;M;4946226;104185;760
2,016E+11;16;2;25;1720;1;2;3;1;1;575;46, R DES CATELIERS;M;4938809;108152;760
2,016E+11;16;2;25;1655;1;2;6;1;6;540;AV DE LA GRAND MARE;M;4946149;113194;760
2,016E+11;16;2;10;947;1;2;3;2;6;497;501,R ARISTIDE BRIAND;M;4939416;102362;760
2,016E+11;16;2;22;1515;1;2;1;3;3;410;18, R CHARLES CAPELLE;M;4947454;103809;760
2,016E+11;16;3;1;1520;1;2;2;2;3;540;4, R BRISOUT DE BARNEVIL;M;4943402;108220;760
2,016E+11;16;3;5;2310;3;1;1;2;2;319;;M;4934392;101037;760
2,016E+11;16;2;16;740;2;2;3;9;5;157;AV DU PRESIDENT ALLENDE;M;4944996;103511;760
2,016E+11;16;2;25;740;1;2;1;1;6;540;92, R SAINT JULIEN;M;4942789;108013;760
2,016E+11;16;3;10;1;3;1;1;2;2;728;;M;4947799;101709;760
2,016E+11;16;3;11;1;5;2;3;1;3;681;BD INDUSTRIEL;M;4942138;110657;760
2,016E+11;16;3;14;715;1;2;3;1;2;681;BD INDUSTRIEL;M;4940277;111069;760
2,016E+11;16;3;8;1740;1;2;1;1;6;451;BD ANDRE SIEGFRIED;M;4946285;106632;760
2,016E+11;16;3;13;920;1;2;6;1;6;322;AV FRANKLIN ROOSEVELT;M;4940644;104119;760
2,016E+11;16;3;11;1950;5;2;1;1;6;322;63, AV DES CANADIENS;M;4939360;105938;760
2,016E+11;16;3;16;840;1;2;2;1;3;540;70, R LAFAYETTE;M;4943253;108944;760
2,016E+11;16;3;1;1100;1;2;2;2;6;540;17, R JEAN LECANUET;M;4944391;109622;760
2,016E+11;16;3;15;1740;1;1;3;1;3;575;BD LENINE;M;4939393;111155;760
2,016E+11;16;3;16;1336;1;1;2;1;3;319;AV DU GENERAL LECLERC;M;4936710;101094;760
2,016E+11;16;3;16;830;1;2;1;1;7;322;2, R HECTOR BERLIOZ;M;4940531;104835;760
2,016E+11;16;3;16;1700;1;2;2;1;3;165;74, R DE LA REPUBLIQUE;M;4928283;102258;760
2,016E+11;16;3;14;1320;1;2;3;1;6;540;100, R FRANCOIS COUPERIN;M;4944980;113843;760
2,016E+11;16;3;19;220;5;2;1;1;2;157;38, R DE LA VALETTE;M;4946376;104092;760
2,016E+11;16;3;19;235;5;1;1;1;6;474;27, R DE L ABBAYE;M;4949931;104047;760
2,016E+11;16;3;23;10;5;2;1;1;6;681;137, R RASPAIL;M;4941505;109274;760
2,016E+11;16;3;10;1650;1;2;1;1;6;429;1, NEUVILLETTE. RUE DE;M;4940678;114000;760
2,016E+11;16;3;15;1120;1;2;2;1;2;540;63, CLEMENCEAU. COURS;M;4943435;108941;760
2,016E+11;16;3;24;2000;5;2;2;1;3;540;18, R DU MAIL;M;4942913;109189;760
2,016E+11;16;3;26;40;5;2;3;1;6;540;BD DE L'EUROPE;M;4942812;109459;760
2,016E+11;16;3;28;2150;5;2;3;2;3;451;R DU TRONQUET;M;4946940;107696;760
2,016E+11;16;3;27;605;5;2;2;1;5;540;80, QU DU HAVRE;M;4944089;108238;760
2,016E+11;16;3;29;1230;1;2;3;1;3;540;120, R DU CHAMP DES OISE;M;4945488;109605;760
2,016E+11;16;3;25;1635;1;2;1;1;3;429;145, RTE DE PARIS;M;4941599;113391;760
2,016E+11;16;3;31;1045;1;2;2;2;6;319;36, R GEORGES CLEMENCEAU;M;4935894;100972;760
2,016E+11;16;4;3;1310;1;2;3;1;1;575;R JEAN JACQUES ROUSSEAU;M;4938110;110937;760
2,016E+11;16;4;3;650;3;1;1;2;1;231;R BOURGTHEROULDE;M;4928727;96730;760
2,016E+11;16;4;1;1620;1;2;2;1;4;540;PONT GUILLAUME LE CONQUE;M;4943902;108028;760
2,016E+11;16;4;5;745;1;2;1;1;3;103;123, RTE DE PARIS;M;4942786;111777;760
2,016E+11;16;4;5;2145;5;2;2;1;3;540;33, R SAINT MAUR;M;4944892;108921;760
2,016E+11;16;4;8;500;5;2;5;1;3;540;84, R DE GRIEU;M;4944450;112877;760
2,016E+11;16;4;6;1200;1;2;4;1;3;95;R DU PRESIDENT KENNEDY;M;4946050;112897;760
2,016E+11;16;4;13;1020;1;2;2;1;3;681;R DE PARIS;M;4941717;109558;760
2,016E+11;16;3;31;1805;1;2;1;1;6;410;14, R DU 8 MAI 1945;M;4947780;103658;760
2,016E+11;16;4;18;840;1;2;2;1;2;575;R JULIAN GRIMAU;M;4938814;108744;760
2,016E+11;16;4;6;1340;1;2;1;2;6;216;59, R JOSEPH HUE;M;4947448;105013;760
2,016E+11;16;4;13;1735;1;2;1;1;6;498;8, IMP CLEMENT;M;4942465;106696;760
2,016E+11;16;4;20;815;1;1;1;1;3;322;;M;4939187;104032;760
2,016E+11;16;4;21;1645;1;2;3;1;6;410;52, R DE LA REPUBLIQUE;M;4947641;104304;760
2,016E+11;16;4;14;1445;1;2;3;1;3;231;R DE LA GARE;M;4928347;100555;760
2,016E+11;16;4;24;1610;1;2;2;1;6;231;1, R AUGUSTIN HENRI;M;4929038;101113;760
2,016E+11;16;4;27;1625;1;2;4;1;3;231;99, R DU NEUBOURG;M;4928044;100760;760
2,016E+11;16;3;21;925;1;2;3;1;6;540;145, R BEAUVOISINE;M;4944653;109812;760
2,016E+11;16;3;29;1335;1;2;1;1;3;540;51, AV DE LA PORTE DES C;M;4944620;110558;760
2,016E+11;16;4;5;2300;5;2;2;1;2;497;R ARISTIDE BRIAND;M;4938813;102288;760
2,016E+11;16;4;2;1130;1;2;3;1;6;157;38, R SAMUEL LECOEUR;M;4945121;104657;760
2,016E+11;16;5;2;1630;1;2;1;1;6;561;50, R MARECHAL LECLERC;M;4930313;101566;760
2,016E+11;16;4;28;1640;1;2;4;1;6;5;198, R FRANCOIS MITTERRA;M;4940857;112208;760
2,016E+11;16;5;2;830;1;2;1;1;6;540;8,R ROLLON;M;4944268;108996;760
2,016E+11;16;4;30;610;1;2;3;1;6;540;6, QU DE LA BOURSE;M;4943826;109144;760
2,016E+11;16;4;28;1300;1;2;4;1;3;540;11, R DES FAULX;M;4944180;110092;760
2,016E+11;16;5;6;1840;1;2;2;1;3;497;PL DE LA LIBERATION;M;4938574;102125;760
2,016E+11;16;5;11;1645;1;2;3;3;3;157;COTE DE CANTELEU;M;4944504;104193;760
2,016E+11;16;5;12;930;1;2;1;1;6;410;85, RTE DE DIEPPE;M;4947808;104728;760
2,016E+11;16;5;9;845;1;2;3;1;2;540;14, R DU 74E RI;M;4943276;108278;760
2,016E+11;16;5;9;1852;1;2;6;1;2;575;AV DE L UNIVERSITE;M;4938519;107111;760
2,016E+11;16;5;20;1925;1;2;2;1;3;231;2, R DEVE;M;4928389;101236;760
2,016E+11;16;5;22;315;5;2;2;2;3;561;R MARECHAL LECLERC;M;4930119;101213;760
2,016E+11;16;5;12;1800;1;2;1;2;6;540;QU GASTON BOULET;M;4944214;107854;760
2,016E+11;16;5;13;1710;1;2;1;1;5;451;13, R DU PRESIDENT KENNE;M;4946361;108549;760
2,016E+11;16;5;10;1740;1;1;1;1;2;322;;M;4940707;103674;760
2,016E+11;16;5;10;1935;1;2;1;3;1;429;81, RTE DE PARIS;M;4941068;114126;760
2,016E+11;16;5;13;1130;1;2;1;1;4;540;QU DU HAVRE;M;4944083;108263;760
2,016E+11;16;4;30;1830;1;2;1;1;6;540;PONT BOIELDIEU;M;4943773;109160;760
2,016E+11;16;5;29;1015;1;2;1;1;2;705;2, R JEAN BAPTISTE CLEME;M;4932763;107447;760
2,016E+11;16;5;22;1400;1;1;1;2;1;366;R DU 11 NOVEMBRE;M;4952234;103455;760
2,016E+11;16;6;1;120;5;2;2;2;3;681;BD INDUSTRIE;M;4942147;110661;760
2,016E+11;16;5;30;1620;1;2;1;1;6;410;16, R DU 8 MAI 1945;M;4947700;103664;760
2,016E+11;16;5;25;835;1;2;3;1;6;540;6, R FRANCOIS COUPERIN;M;4944743;114020;760
2,016E+11;16;5;27;2245;5;2;1;1;2;540;43, R SAINT VIVIEN;M;4944218;110483;760
2,016E+11;16;5;28;1820;1;2;5;3;6;540;20, BD DE LA MARNE;M;4944718;109341;760
2,016E+11;16;5;25;1130;1;2;1;1;6;322;75, R DE LA REPUBLIQUE;M;4942064;104243;760
2,016E+11;16;5;20;750;1;1;1;1;2;322;;M;4940298;103370;760
2,016E+11;16;6;6;340;5;2;1;1;6;540;AV DE LA GRAND MARE;M;4946106;113258;760
2,016E+11;16;6;8;1630;1;2;1;1;6;319;1, R DE LA FORET;M;4934811;102108;760
2,016E+11;16;6;11;702;1;2;2;1;6;540;121, AV DES MARTYRS DE L;M;4942106;107924;760
2,016E+11;16;6;12;1725;1;2;1;3;6;540;AV DE LA GRAND MARE;M;4944330;113031;760
2,016E+11;16;6;10;850;1;2;1;1;4;540;PONT GUILLAUME LE CONQUE;M;4944000;108091;760
2,016E+11;16;6;1;1300;1;2;2;1;6;540;55, R JEANNE D'ARC;M;4944396;109173;760
