Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
2,016E+11;16;4;22;1315;1;2;1;1;6;202;10, DAMES (BOULEVARD DES;M;4330170;537307;130
2,016E+11;16;4;22;1455;1;2;1;8;6;211;87, BARASSE;M;4328576;547986;130
2,016E+11;16;4;22;2145;5;2;1;1;6;206;143B BAILLE (BOULEVARD);M;4328861;539378;130
2,016E+11;16;4;22;2150;5;2;1;1;3;213;127, CHEMIN DU MERLAN A;M;4333082;540748;130
2,016E+11;16;4;20;1315;1;2;1;1;3;201;19, BENEDIT (RUE);M;4330757;539231;130
2,016E+11;16;4;22;1210;1;2;1;1;3;208;411, PRADO (AVENUE DU);M;4326822;538494;130
2,016E+11;16;4;22;1220;1;2;1;1;2;55;10 Chemin du Roi d'Espag;M;4324320;539671;130
2,016E+11;16;4;20;1430;1;2;2;1;3;205;91, SAINTE-CECILE (RUE);M;4328818;539520;130
2,016E+11;16;4;23;1450;1;2;1;1;6;204;00, ALEX. FLEMING (BOULE;M;4331662;539673;130
2,016E+11;16;4;23;1710;1;2;1;1;7;213;49, MARRE (CHEMIN DE LA);M;4332833;544381;130
2,016E+11;16;4;23;2000;2;2;1;1;3;213;JEAN PAUL SARTRE (AVENUE;M;0;0;130
2,016E+11;16;4;23;2050;2;2;2;1;3;205;69, SAKAKINI (BOULEVARD);M;4329577;540043;130
2,016E+11;16;4;24;800;1;2;1;1;3;203;?  ROGER SALENGRO (AVEN;M;0;0;130
2,016E+11;16;4;15;1020;1;2;1;1;3;55;12, CORINTHE (AVENUE DE);M;4328408;539032;130
2,016E+11;16;4;13;1500;1;2;2;1;3;204;00, FRANÇOISE DUPARC (BO;M;4330419;540074;130
2,016E+11;16;4;19;1500;1;2;1;1;2;214;14, MERLAN (AVENUE);M;4333207;540664;130
2,016E+11;16;4;21;1215;1;2;1;1;3;205;95, SAKAKINI (BOULEVARD);M;4329387;540167;130
2,016E+11;16;4;24;1600;1;2;1;1;7;212;9, SAINT BARNABE (AVENUE;M;4330448;540756;130
2,016E+11;16;4;24;1806;1;2;1;1;3;214;44, GAY LUSSAC (BOULEVAR;M;4334106;537550;130
2,016E+11;16;3;10;1810;1;2;1;1;1;55;00, PRADO (AVENUE DU);M;4326557;538053;130
2,016E+11;16;4;24;2250;5;2;1;6;4;203;1, GÉNÉRAL LECLERC (RUE);M;4330325;537894;130
2,016E+11;16;4;25;127;5;2;1;1;7;208;411, PRADO (AVENUE DU);M;4326874;538579;130
2,016E+11;16;4;25;730;1;2;1;1;1;208;121, MAZARGUES (AVENUE D;M;4326712;538957;130
2,016E+11;16;4;25;705;1;2;3;1;3;212;BUTRIS (TRAVERSE DES);M;4329809;545016;130
2,016E+11;16;4;25;1200;1;2;1;1;3;208;25, RAYMOND TEISSERE (RU;M;4327380;539839;130
2,016E+11;16;4;19;2000;2;2;1;1;3;215;257, SAINT ANTOINE *AVEN;M;4337637;535620;130
2,016E+11;16;4;25;1123;1;2;1;1;6;203;143, FÉLIX PYAT (RUE);M;4331725;537416;130
2,016E+11;16;4;19;1610;1;2;2;1;3;201;12, REPUBLIQUE (RUE DE L;M;4329694;537366;130
2,016E+11;16;4;1;1640;1;1;1;1;7;55;29, SAINTE (RUE);M;4329252;537543;130
2,016E+11;16;4;26;810;1;2;1;1;4;212;123, PIERRE CHEVALIER (a;M;4329515;542624;130
2,016E+11;16;4;20;755;2;2;6;1;6;206;18, PRADO (AVENUE DU);M;4328462;538444;130
2,016E+11;16;4;26;850;1;2;1;1;3;208;ALAIN SAVARY (ROND-P;M;4324608;539448;130
2,016E+11;16;4;26;835;1;2;3;1;2;213;33, MAURELLE (RUE DE LA);M;4332097;543876;130
2,016E+11;16;4;11;930;1;2;1;7;6;55;141, JEANNE D'ARC (BOULE;M;4329266;540842;130
2,016E+11;16;4;26;1800;1;2;1;1;6;215;MADRAGUE VILLE (RUE);M;4332419;536269;130
2,016E+11;16;4;25;1450;1;2;1;1;7;206;30, STANISLAS TORRENTS (;M;4328732;537847;130
2,016E+11;16;4;20;830;1;2;1;1;1;201;00, FORT NOTRE DAME (RUE;M;4329217;537162;130
2,016E+11;16;4;26;830;1;2;1;1;3;206;37, JULES CANTINI (AVENU;M;4328445;538642;130
2,016E+11;16;4;27;850;1;2;2;1;3;204;00, ALEX. FLEMING (BOUL;M;4331379;540593;130
2,016E+11;16;4;27;1130;1;1;3;1;2;201;27, CANEBIERE     1 A 79;M;4329609;537682;130
2,016E+11;16;4;27;1148;1;2;1;1;6;212;04, JEAN COMPADIEU (AVEN;M;4331900;543363;130
2,016E+11;16;4;27;1625;1;2;1;1;6;201;39, LIEUTAUD (COURS);M;4329405;538212;130
2,016E+11;16;4;27;1630;1;2;1;1;7;206;23, PRADO (AVENUE DU);M;4328428;538502;130
2,016E+11;16;4;27;1605;1;2;3;1;1;201;00, LÉON GAMBETTA (ALLEE;M;4329910;538221;130
2,016E+11;16;4;22;1030;1;2;1;1;3;205;26, BAILLE (BOULEVARD);M;4328679;538691;130
2,016E+11;16;4;23;955;1;2;1;1;6;201;02, ATHENES (BOULEVARD D;M;4329940;538085;130
2,016E+11;16;4;28;545;2;2;1;1;3;210;54, TIMONE (AVENUE DE LA;M;4328570;540218;130
2,016E+11;16;4;28;1015;1;2;1;1;6;214;17, ALEX ANSALDI (RUE);M;4333535;540003;130
2,016E+11;16;4;28;840;1;2;1;1;3;209;SCHLOESING (BOULEVARD);M;4327151;540174;130
2,016E+11;16;4;28;1340;1;2;1;1;1;213;83, NICOLAS APPERT (RUE);M;4333909;542038;130
2,016E+11;16;4;28;1430;1;2;1;1;5;215;177, SAINT LOUIS (AVENUE;M;4334931;535885;130
2,016E+11;16;4;28;1845;1;2;1;1;3;202;32, CHANTERAC (RUE DE);M;4331251;536909;130
2,016E+11;16;4;20;1645;1;2;2;1;3;201;26, ESPERANDIEU (RUE);M;4330361;539309;130
2,016E+11;16;4;20;1300;1;2;1;1;1;209;237, MICHELET (BOULEVARD;M;4326238;539703;130
2,016E+11;16;4;28;1200;1;2;2;1;3;205;00, JEAN MARTIN (RUE);M;4329306;540332;130
2,016E+11;16;4;29;900;1;2;1;1;6;212;1, PIERRE CHEVALIER (ave;M;4329521;542539;130
2,016E+11;16;4;29;1705;1;2;3;1;3;214;EDMOND JALOUX (RUE);M;4332904;538546;130
2,016E+11;16;4;29;1625;1;2;1;1;4;211;63, CAMOINS (AVENUE DES);M;4329721;549509;130
2,016E+11;16;4;29;1710;1;1;1;1;6;212;07, DOCTEUR GIRBAL (rue);M;4327674;543255;130
2,016E+11;16;4;29;1725;1;2;6;1;6;216;63, LA PELOUQUE (CHEMIN);M;4336236;533602;130
2,016E+11;16;4;29;1830;1;2;1;1;1;214;? AYGALADES (AVENUE DE;M;0;0;130
2,016E+11;16;4;29;2145;5;2;1;1;5;209;30 CABOT (BOULEVARD);M;4325958;541631;130
2,016E+11;16;4;29;2230;5;2;1;1;2;208;377, PRADO (AVENUE DU);M;4326903;538591;130
2,016E+11;16;4;29;1950;1;2;3;1;6;209;00, CABOT (BOULEVARD);M;4326018;541584;130
2,016E+11;16;4;30;100;5;2;1;1;1;55;PEINTRES ROUX (AVENUE DE;M;4330468;547167;130
2,016E+11;16;4;29;1840;1;2;1;1;1;210;ROMAIN ROLLAND (BOULEVAR;M;0;0;130
2,016E+11;16;4;25;1445;1;2;1;1;2;214;2, ROLAND DORGELES (BOUL;M;4334615;538123;130
2,016E+11;16;4;27;815;1;2;1;1;3;209;33, SCHLOESING (BOULEVAR;M;4327483;539988;130
2,016E+11;16;4;30;1250;1;2;1;1;6;55;120, PORT (QUAI DU);M;4329590;536794;130
2,016E+11;16;4;27;1215;1;2;1;1;6;215;20, LYON (RUE DE);M;4332405;536736;130
2,016E+11;16;4;30;1740;1;2;1;1;7;106;24 BIS, BEDOULE (CHEMIN;M;4339843;535384;130
2,016E+11;16;5;1;1115;1;2;1;1;3;55;77, PLOMBIERES (BOULEVAR;M;4331627;538390;130
2,016E+11;16;4;24;1850;2;2;1;1;3;212;112, WILLIAM BOOTH (AVEN;M;4329572;544645;130
2,016E+11;16;4;30;1420;1;2;8;1;3;55;84, LODI (RUE DE);M;4328861;538790;130
2,016E+11;16;4;30;1900;1;2;1;2;3;55;442, PRADO (AVENUE DU);M;4326768;538380;130
2,016E+11;16;4;27;810;1;2;3;1;5;205;304, SAINT PIERRE (RUE);M;4329158;540599;130
2,016E+11;16;3;14;1600;1;2;2;1;3;55;1, BASSIN (CHEMIN DU);M;4333779;540749;130
2,016E+11;16;5;2;1830;1;2;1;1;2;55;71, PARANGON (TRAVERSE);M;4324151;537894;130
2,016E+11;16;5;2;1615;1;1;1;1;1;55;52, BUREL (BOULEVARD);M;4331731;538983;130
2,016E+11;16;5;2;2010;1;2;1;1;3;55;307, PRADO (AVENUE DU);M;4327133;538949;130
2,016E+11;16;5;2;845;1;2;2;1;6;55;18, COLBERT (RUE)    2 A;M;4329926;537413;130
2,016E+11;16;5;3;750;1;2;1;1;1;55;23, LAVERAN (BOULEVARD D;M;4332554;541422;130
2,016E+11;16;5;2;1000;1;2;1;1;2;55;161, CHARTREUX (AVENUE D;M;4330909;540046;130
2,016E+11;16;5;3;1130;1;2;1;1;1;55;50, MADRAGUE VILLE*(RUE);M;4332161;536491;130
2,016E+11;16;5;2;1800;1;2;1;1;3;55;80, CAPELETTE (AVENUE DE;M;4328185;540407;130
2,016E+11;16;5;3;1750;1;2;1;1;3;55;405, LYON (RUE DE);M;4334091;536078;130
2,016E+11;16;5;3;1615;1;2;1;1;7;55;102, CAMILLE PELLETAN (A;M;4330811;537403;130
2,016E+11;16;5;3;1710;1;2;1;1;6;55;19, RAYMOND TEISSERE (RU;M;4327413;539787;130
2,016E+11;16;5;3;1900;1;2;1;1;5;55;70, AUGUSTIN AUBERT (RUE;M;4326628;540308;130
2,016E+11;16;5;3;2000;1;2;1;1;3;55;40, LON GAMBETTA (ALLEE;M;4329907;538279;130
2,016E+11;16;5;3;2100;2;2;1;1;5;55;00, JEAN PAUL SARTRE (AV;M;4332457;542114;130
2,016E+11;16;5;3;2120;5;2;1;1;1;55;145, BAILLE*(BOULEVARD);M;4328893;539465;130
2,016E+11;16;5;3;2125;5;2;1;1;1;55;215, SAINTE MARTHE (CHEM;M;4333098;538899;130
2,016E+11;16;4;14;1630;1;2;1;1;3;55;158, PARADIS (RUE);M;4328544;538015;130
2,016E+11;16;5;4;1245;1;2;3;1;1;55;22, CORDERIE (BOULEVARD;M;4329063;537121;130
2,016E+11;16;5;4;1430;1;2;1;1;6;55;18, SAINT LOUP (BOULEVAR;M;4328164;542802;130
2,016E+11;16;5;4;1215;1;2;1;1;3;2;266, AUBAGNENS (AVENUE D;M;4332831;547428;130
2,016E+11;16;4;21;1345;1;2;1;2;7;206;19, ARMENY (RUE D');M;4329052;537802;130
2,016E+11;16;5;5;730;1;2;2;1;3;55;00, BUREL (BOULEVARD ET;M;4331501;538799;130
2,016E+11;16;5;5;1030;1;2;1;1;7;55;118, MONTAIGNE (RUE);M;4330386;541681;130
2,016E+11;16;3;24;1430;1;2;3;1;6;55;47, FRANCIS DAVSO (RUE );M;4329314;537626;130
2,016E+11;16;5;5;1630;1;2;9;1;6;55;00, MADRAGUE DE MONTREDO;M;0;0;130
2,016E+11;16;4;30;1830;1;2;1;1;3;55;245, LYON (RUE DE);M;4333382;536396;130
2,016E+11;16;5;5;2340;5;2;1;1;3;55;45, POMPIDOU (PROMENADE);M;4326485;537341;130
2,016E+11;16;5;5;2200;3;2;1;1;3;55;00, FLIX FREGIER (RUE);M;4328814;535414;130
2,016E+11;16;5;6;109;5;2;1;1;5;55;26, GARIBALDI (BOULEVARD;M;4329640;538134;130
2,016E+11;16;2;24;745;1;2;7;1;1;55;00, NOTRE DAME (PLACE);M;4330106;551987;130
2,016E+11;16;5;5;1445;1;2;3;1;2;55;00, MARIUS DIOULOUFET (R;M;4333320;543815;130
2,016E+11;16;4;28;1430;1;2;1;1;2;209;ROY D'ESPAGNE (chemin);M;0;0;130
2,016E+11;16;5;6;1000;1;2;1;1;2;55;256, PRADO (AVENUE DU);M;4327486;538964;130
2,016E+11;16;4;25;1230;1;2;1;6;3;202;10, JOLIETTE (PLACE DE L;M;4330527;536549;130
2,016E+11;16;5;6;2010;1;2;1;1;3;55;8/12, MARCHAL DE LATTRE;M;4324552;541273;130
2,016E+11;16;5;6;1710;1;2;1;1;2;55;221, DANIEL CASANOVA (BO;M;4332918;537575;130
2,016E+11;16;5;6;2345;5;2;3;1;3;55;45, ROGER BRUN (RUE);M;4328573;539270;130
2,016E+11;16;5;7;1130;1;2;1;1;2;55;66, BLANCARDE (BOULEVARD;M;4330293;540099;130
2,016E+11;16;5;7;1115;1;2;1;1;3;55;38, GUSTAVE GANAY (BOULE;M;4326664;540271;130
2,016E+11;16;5;7;1335;1;2;1;1;7;55;124, MILLIERE (BOULEVARD;M;4328349;549982;130
2,016E+11;16;5;7;1500;1;2;1;1;6;55;143, FLIX PYAT (RUE);M;4331767;537448;130
2,016E+11;16;5;3;1800;1;2;1;1;6;55;142, LIBERATION (BOULEVA;M;4330161;539302;130
2,016E+11;16;4;29;1000;1;2;1;1;3;206;2, BAILLE (BOULEVARD);M;4328634;538567;130
2,016E+11;16;5;7;2240;5;2;1;1;6;55;50, MILLIERE (BOULEVARD;M;4328341;549552;130
2,016E+11;16;5;8;2200;5;2;1;2;3;55;FRDRIC MISTRAL (AV;M;4332344;545382;130
2,016E+11;16;4;18;1900;1;2;1;1;7;203;2, BD FERDINAND DE LESSE;M;4331929;536890;130
2,016E+11;16;5;9;909;1;2;1;1;6;55;28, PIERRE DOIZE  (RUE);M;4328012;542910;130
2,016E+11;16;5;3;845;1;2;1;1;2;55;243, VALLON DE L (CHEMIN;M;4332472;543515;130
2,016E+11;16;5;9;920;1;2;2;1;3;55;00, CRENEAUX (BOULEVARD;M;4335230;536028;130
2,016E+11;16;5;9;1345;1;2;3;1;3;75;22, L'ENJOLRAS (AVE DE);M;4333765;545280;130
2,016E+11;16;5;9;1130;1;2;1;1;2;55;151, MICHELET (BOULEVARD;M;4326501;539559;130
2,016E+11;16;5;9;1205;1;2;3;1;1;55;00, BARASSE;M;4328583;547954;130
2,016E+11;16;5;9;1400;1;2;1;1;3;55;40, GRAND (RUE);M;4333521;545091;130
2,016E+11;16;5;9;1430;1;1;1;6;1;55;000, LON LACHAMP (ROUTE;M;4324646;543492;130
2,016E+11;16;5;9;2330;5;2;1;6;3;55;130, RABATAU (BOULEVARD);M;4327848;539925;130
2,016E+11;16;5;3;1930;1;2;1;1;3;55;24, CAPITALE*(RUE DE LA);M;4327954;537144;130
2,016E+11;16;5;10;800;1;2;3;1;6;55;60, MAZARADE*(BOULEVARD;M;4331474;543119;130
2,016E+11;16;5;10;750;1;1;2;1;3;55;00, CAPELETTE (AVENUE DE;M;4328330;540126;130
2,016E+11;16;5;10;2230;5;2;2;2;1;55;ROMAIN ROLLAND (BOULEVAR;M;4327594;541743;130
2,016E+11;16;5;11;645;2;2;1;2;3;55;140, PAUL CLAUDEL (BOULE;M;4326826;541441;130
2,016E+11;16;5;11;1100;1;2;1;1;3;55;387, PRADO (AVENUE DU);M;4326886;538565;130
2,016E+11;16;5;11;1000;1;2;1;2;5;55;35, BARASSE;M;4328622;547686;130
2,016E+11;16;5;11;1440;1;1;1;1;2;55;404, PARADIS (RUE);M;4327658;538389;130
2,016E+11;16;5;11;1510;1;2;1;8;2;55;28, SAINT JOSEPH (CHEMIN;M;4334032;538707;130
2,016E+11;16;5;11;1915;1;2;1;1;3;55;63, SAINT JEROME (AVENUE;M;4333134;541932;130
2,016E+11;16;5;12;830;1;2;9;1;3;55;386, MICHELET (BOULEVARD;M;4325501;540118;130
2,016E+11;16;5;12;840;1;2;1;1;2;55;37, CAPITAINE GEZE (BOUL;M;4333061;537144;130
2,016E+11;16;5;3;825;1;2;1;1;6;55;223, MADRAGUE DE MONTRED;M;4323109;535495;130
2,016E+11;16;5;12;1645;1;2;1;1;3;55;57, BERNEX (CHEMIN DE);M;4336702;533956;130
2,016E+11;16;5;13;100;5;2;1;1;6;55;00, LUMINY (AVENUE DE);M;4323569;543601;130
2,016E+11;16;5;13;855;1;2;1;1;2;55;292, MADRAGUE VILLE (RUE;M;4333485;535801;130
2,016E+11;16;5;13;832;1;2;1;1;6;55;1, MERLAN (AVENUE);M;4333123;540617;130
2,016E+11;16;5;13;1100;1;1;1;1;2;55;116, POMME (BOULEVARD DE;M;4329321;545209;130
2,016E+11;16;5;13;2150;5;2;1;1;2;55;34, JEAN MOULIN*(BOULEVA;M;4329112;540005;130
2,016E+11;16;5;14;1;4;2;6;1;5;55;1, FLORIAN ( ROND POINT);M;4328576;542560;130
2,016E+11;16;5;14;1300;1;2;1;1;1;55;00, SAINT JOSEPH A SAINT;M;4338445;535860;130
2,016E+11;16;5;15;900;1;2;1;1;3;55;00, ROGER SALENGRO (AVEN;M;0;0;130
2,016E+11;16;5;9;1810;1;2;1;1;3;55;30, LIEUTAUD (COURS);M;4329414;538211;130
2,016E+11;16;4;20;1740;1;2;3;1;3;205;2, EUGENE PIERRE (BOULEV;M;4329881;539048;130
2,016E+11;16;5;15;1600;1;2;1;1;3;55;61, SACCOMAN (BOULEVARD);M;4327579;541440;130
2,016E+11;16;5;15;1915;1;2;9;1;1;55;1, FRAIS VALLON (AVENUE);M;4332502;542378;130
2,016E+11;16;5;16;15;5;1;3;1;6;55;1, PINEDE (RUE DE LA);M;4329019;542775;130
2,016E+11;16;5;15;1830;1;2;1;1;3;55;149, PRADO (AVENUE DU);M;4327878;538776;130
2,016E+11;16;5;14;1720;1;1;1;1;7;55;6, MADRAGUE DE MONTREDON;M;4323849;536487;130
2,016E+11;16;4;12;950;1;2;2;1;3;55;00, LIEUTAUD (COURS);M;4328645;538551;130
2,016E+11;16;5;16;1800;1;2;1;1;1;2;670, CANTON VERT (AVENUE;M;4334157;547201;130
2,016E+11;16;5;16;1807;1;2;2;1;2;55;8, NOTRE DAME (BOULEVARD;M;4328996;537255;130
2,016E+11;16;5;9;1700;1;2;1;1;3;55;LITTORAL (CHEMIN DU);M;4333020;535528;130
2,016E+11;16;5;17;1135;1;2;1;1;5;55;00, ALEX ANSALDI (RUE);M;4333067;540489;130
2,016E+11;16;5;17;1815;1;2;1;1;2;55;17, AVIATEUR LE BRIX (RU;M;4326251;540465;130
2,016E+11;16;5;17;1815;1;2;3;1;3;55;74, BARASSE;M;4328583;547953;130
2,016E+11;16;5;17;2010;2;2;1;1;6;55;29, MARCHAL JUIN (BOULE;M;4331123;540364;130
2,016E+11;16;5;17;2240;5;2;1;1;3;55;55, DOCTEUR HECKEL (RUE;M;4328738;544198;130
2,016E+11;16;5;17;2115;5;2;2;1;3;55;215, CHAVE (BOULEVARD);M;4329584;540027;130
2,016E+11;16;5;18;945;1;2;1;1;3;55;1, MERIMEE;M;4332903;540055;130
2,016E+11;16;5;18;820;1;2;1;1;2;55;45, CORSE*(AVENUE DE LA);M;4328915;536228;130
2,016E+11;16;5;18;920;1;2;1;1;3;55;12, CARTONNERIE (BOULEVA;M;4329231;545884;130
2,016E+11;16;5;18;1100;1;2;1;1;6;55;16, PHOCEENS (RUE DES);M;4330156;536913;130
2,016E+11;16;5;19;745;1;1;1;1;6;55;116, GASTON FLOTTE (RUE);M;4329821;542934;130
2,016E+11;16;5;19;755;1;2;2;1;2;55;00, SAINT JEAN (BOULEVAR;M;4327962;540791;130
2,016E+11;16;5;19;955;1;2;1;1;3;55;00, FRAIS VALLON (AVENUE;M;4332520;543379;130
2,016E+11;16;5;19;830;1;2;1;1;6;55;344, POILUS (AVENUE DES);M;4331400;546284;130
2,016E+11;16;5;19;1205;1;2;1;1;2;55;00, VINCENT DELPUECH (BO;M;4328319;538766;130
2,016E+11;16;5;18;1210;1;2;1;1;6;55;169, LYON (RUE DE);M;4332708;536629;130
2,016E+11;16;5;18;1900;1;2;1;1;2;55;39, SAKAKINI (BOULEVARD);M;4329715;540062;130
2,016E+11;16;5;19;825;1;1;1;1;6;55;00, GASTON FLOTTE (RUE);M;4329605;542543;130
2,016E+11;16;5;19;2000;1;2;6;1;2;55;44, GASTON FLOTTE (RUE);M;4329807;542737;130
2,016E+11;16;5;17;1225;1;2;1;1;3;55;84, SAINT LOUP (BOULEVAR;M;4328247;543088;130
2,016E+11;16;5;5;1225;1;2;2;1;1;55;119, PARADIS (RUE);M;4328863;537882;130
2,016E+11;16;5;20;1500;1;2;1;1;6;55;25, TOURETTE (QUAI DE LA;M;4329986;536369;130
2,016E+11;16;5;20;1800;1;2;1;1;1;55;128, BAILLE (BOULEVARD);M;4328804;539177;130
2,016E+11;16;5;20;1400;1;2;2;1;3;55;00, ALBERT EINSTEIN (RUE;M;4334359;544605;130
2,016E+11;16;5;20;2200;5;2;6;1;3;55;00, FLORIAN ( ROND POINT;M;4328505;542548;130
2,016E+11;16;5;20;2040;2;2;1;1;2;55;433, MIRELLE LAUZE (BOUL;M;4328826;543475;130
2,016E+11;16;5;20;1215;1;2;2;1;7;55;4, ERNEST DELIBES (PLACE;M;4327908;538286;130
2,016E+11;16;5;14;1140;1;2;1;1;2;55;150, L ARMEE D AFRIQUE (;M;4328733;541215;130
2,016E+11;16;5;13;1750;1;2;1;1;3;55;1, PADOUANE (BD*DE LA );M;4335310;537144;130
2,016E+11;16;5;21;900;1;2;1;1;3;55;01, ANDRE ZENATTI (AVENU;M;4324717;538249;130
2,016E+11;16;5;21;1000;1;1;1;1;6;55;HENRI BARNIER (BOULEVARD;M;4336224;534221;130
2,016E+11;16;5;2;1555;1;2;3;1;6;55;154, BRETEUIL (RUE);M;4328396;537840;130
2,016E+11;16;5;21;1600;1;2;1;1;3;55;69, JEAN JAURES (PLACE);M;4329414;538601;130
2,016E+11;16;5;15;2040;2;2;1;1;3;55;14, BAILLE (BOULEVARD);M;4328658;538613;130
2,016E+11;16;5;22;1;5;2;1;1;6;55;200, CORNICHE KENNEDY;M;4326888;536908;130
2,016E+11;16;5;15;1830;1;2;1;1;3;55;06, LIEUTAUD (COURS);M;4329581;538155;130
2,016E+11;16;5;21;1400;1;2;3;1;6;55;00, LAZARET (QUAI DU);M;4330528;536543;130
2,016E+11;16;5;22;400;1;2;1;1;2;55;COMMANDANT DE ROBIEN (RU;M;4328975;548334;130
2,016E+11;16;5;22;1335;1;2;1;1;3;55;? AVENUE RAIMU;;;;130
2,016E+11;16;5;22;2030;1;2;2;1;1;55;00, RABATAU (BOULEVARD);M;4327934;539930;130
2,016E+11;16;5;23;740;1;2;1;1;6;55;110, SAINT PIERRE (RUE);M;4329195;539355;130
2,016E+11;16;5;23;840;1;1;1;1;6;55;427, MIREILLE LAUZE (BOU;M;4328628;542950;130
2,016E+11;16;3;29;1415;1;2;1;1;6;55;9, LAZARET (QUAI DU);M;4330730;536583;130
2,016E+11;16;5;23;1000;1;2;1;1;1;55;85, SAINT ANTOINE (AVENU;M;4337010;535628;130
2,016E+11;16;5;23;1740;1;2;1;1;6;55;ALBERT COHEN (RUE);M;4336201;533661;130
2,016E+11;16;5;23;2045;1;2;1;7;6;55;107, CANEBIERE    81 A F;M;4329804;538225;130
2,016E+11;16;5;24;820;1;2;3;1;6;55;00, TIBOULEN (BOULEVARD;M;4324546;537320;130
2,016E+11;16;5;2;930;1;2;1;1;3;55;16, GARIBALDI (BOULEVARD;M;4329686;538119;130
2,016E+11;16;5;20;230;5;2;1;1;6;55;10**SAINT JUST (AVENUE D;M;4331280;540180;130
2,016E+11;16;5;7;1940;2;2;2;1;3;55;00, JEANNE D'ARC (BOULEV;M;4329342;540316;130
2,016E+11;16;5;20;810;1;2;1;1;5;55;102, ALPHONSE DAUDET (RU;M;4332020;540960;130
2,016E+11;16;5;24;1730;1;2;1;1;6;55;11, METRO (BOULEVARD DU);M;4333363;542905;130
2,016E+11;16;5;24;1340;1;2;1;1;6;55;679, MAZARGUES (AVENUE D;M;4325018;539589;130
2,016E+11;16;5;24;1634;1;2;1;1;6;55;00, MARIE BALAJAT (AVENU;M;0;0;130
2,016E+11;16;5;24;1830;1;2;1;1;6;55;00, GUSTAVE GANAY (BOULE;M;4326543;539670;130
2,016E+11;16;5;24;2000;1;2;1;1;4;55;6, VERDILLON (RUE);M;4327654;542109;130
2,016E+11;16;5;24;2137;5;2;1;1;7;55;39, PALUD (RUE DE LA);M;4329351;537988;130
2,016E+11;16;5;25;1310;1;2;1;1;3;55;10, REPUBLIQUE (RUE DE L;M;4329694;537366;130
2,016E+11;16;5;24;2026;2;2;3;1;3;55;0, AVENUE DU GRAND LARGE;M;4324199;536727;130
2,016E+11;16;5;25;1320;1;2;2;1;6;55;11, GNRAL DE GAULE (PL;M;4329460;537628;130
2,016E+11;16;5;6;1630;1;2;2;1;2;55;00, DAMES (BOULEVARD DES;M;4330309;536664;130
2,016E+11;16;5;25;2135;5;2;1;1;6;55;30, SCHLOESING (BOULEVAR;M;4327326;540056;130
2,016E+11;16;5;25;2030;2;2;1;1;3;55;00, MICHELET (BOULEVARD);M;4325781;539936;130
2,016E+11;16;5;8;1145;1;2;3;1;6;55;183, LIBERATION (BOULEVA;M;4330201;539434;130
2,016E+11;16;5;25;1610;1;2;1;1;2;55;1, JEAN PAUL SARTRE (AVE;M;4332379;541980;130
2,016E+11;16;5;26;830;1;2;1;1;3;55;87, RABATAU (BOULEVARD);M;4327612;539696;130
2,016E+11;16;5;12;1435;1;2;2;1;3;55;1, PIERRE PUGET (COURS);M;4329009;537251;130
2,016E+11;16;5;26;650;1;2;1;1;3;55;185, MILLIERE (BOULEVARD;M;4328333;550390;130
2,016E+11;16;5;23;1215;1;2;1;1;2;55;35, CHARLES FABRY (RUE);M;4326482;540399;130
2,016E+11;16;5;21;1915;1;2;6;1;3;55;1, HAMBOURG (BOULEVARD);M;4324865;539119;130
2,016E+11;16;5;26;1030;1;2;3;1;3;55;01, SAINT MENET (AVENUE;M;4329043;549303;130
2,016E+11;16;5;24;1955;1;2;1;1;4;55;DE SAINT LOUIS AU ROVE (;M;0;0;130
2,016E+11;16;5;24;1810;1;2;1;1;3;55;23, GASTON FLOTTE (RUE);M;4329595;542411;130
2,016E+11;16;4;26;1150;1;2;1;1;3;209;04, GASTON RAMON (BOULEV;M;4326674;539539;130
2,016E+11;16;5;24;1415;1;2;2;1;3;55;90, REPUBLIQUE (RUE DE L;M;4330260;536895;130
2,016E+11;16;5;26;1015;1;2;1;1;3;55;160, ALBERT EINSTEIN (RU;M;4333777;543607;130
2,016E+11;16;2;3;1615;1;2;1;1;6;55;00, GUIBAL (RUE);;;;130
2,016E+11;16;5;27;1300;1;2;1;1;1;55;137, SAINT JOSEPH (CHEMI;M;4335596;536965;130
2,016E+11;16;5;27;1530;1;2;1;1;2;55;249, PIERRE DOIZE  (RUE);M;4327165;542683;130
2,016E+11;16;5;27;1615;1;2;1;1;6;55;2, LUDOVIC LEGRE (AVENUE;M;4325016;539602;130
2,016E+11;16;5;27;2200;5;2;3;1;1;75;00, LOUIS PASTEUR (AVE);M;4335646;546659;130
2,016E+11;16;5;28;100;5;2;2;1;3;55;117, PARADIS (RUE);M;4328863;537883;130
2,016E+11;16;5;28;938;1;2;1;1;3;55;MARCEL DELPRAT (AVEN;M;0;0;130
2,016E+11;16;5;28;1320;1;2;1;1;1;55;47, ENDOUME (RUE D');M;4328894;536645;130
2,016E+11;16;5;28;1545;1;2;1;1;3;55;00, SCHLOESING (BOULEVAR;M;4327155;540172;130
2,016E+11;16;5;28;50;5;2;1;2;6;55;78, LON LACHAMP (ROUTE);M;4324795;543572;130
2,016E+11;16;5;29;615;2;2;1;2;6;55;63, VALBARELLE (CHEMIN D;M;4328120;544170;130
